### Enriched GO terms for convergently expressed genes in whole body samples
# GO.ID = GO term ID
# Term = GO term description
# GSEA = Gene set enrichment analysis p-value 
GO.ID	Term	GSEA
GO:0010648	negative regulation of cell communication	0.19588
GO:0006541	glutamine metabolic process	0.1974
GO:0042775	mitochondrial ATP synthesis coupled electron transport	0.19763
GO:0048210	Golgi vesicle fusion to target membrane	0.19783
GO:0097205	renal filtration	0.19851
GO:0097206	nephrocyte filtration	0.19851
GO:0090066	regulation of anatomical structure size	0.1992
GO:0045478	fusome organization	0.19993
GO:0035171	lamellocyte differentiation	0.20008
GO:0042387	plasmatocyte differentiation	0.20008
GO:0010001	glial cell differentiation	0.20026
GO:0046666	retinal cell programmed cell death	0.20038
GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	0.20085
GO:0048072	compound eye pigmentation	0.20085
GO:0070142	synaptic vesicle budding	0.20085
GO:0007370	ventral furrow formation	0.20189
GO:0042745	circadian sleep/wake cycle	0.20195
GO:0008052	sensory organ boundary specification	0.20293
GO:0016360	sensory organ precursor cell fate determination	0.20293
GO:0060582	cell fate determination involved in pattern specification	0.20293
GO:0006629	lipid metabolic process	0.20522
GO:0051674	localization of cell	0.20575
GO:0048870	cell motility	0.20575
GO:0048193	Golgi vesicle transport	0.20587
GO:0016062	adaptation of rhodopsin mediated signaling	0.20612
GO:0023058	adaptation of signaling pathway	0.20612
GO:0036367	light adaption	0.20612
GO:0071322	cellular response to carbohydrate stimulus	0.20632
GO:0007016	cytoskeletal anchoring at plasma membrane	0.20654
GO:0009792	embryo development ending in birth or egg hatching	0.20667
GO:0007517	muscle organ development	0.20711
GO:0015985	energy coupled proton transport; down electrochemical gradient	0.20736
GO:0015986	ATP synthesis coupled proton transport	0.20736
GO:0045017	glycerolipid biosynthetic process	0.20789
GO:0010212	response to ionizing radiation	0.20793
GO:0000281	mitotic cytokinesis	0.20806
GO:0046928	regulation of neurotransmitter secretion	0.20834
GO:0051588	regulation of neurotransmitter transport	0.20834
GO:0006641	triglyceride metabolic process	0.20861
GO:0046844	micropyle formation	0.2091
GO:0061041	regulation of wound healing	0.20945
GO:0090303	positive regulation of wound healing	0.20945
GO:0015813	L-glutamate transport	0.20949
GO:0046903	secretion	0.20963
GO:0045455	ecdysteroid metabolic process	0.20967
GO:0043200	response to amino acid	0.21038
GO:0071229	cellular response to acid chemical	0.21038
GO:0071230	cellular response to amino acid stimulus	0.21038
GO:0051647	nucleus localization	0.21116
GO:0051336	regulation of hydrolase activity	0.21174
GO:0035146	tube fusion	0.21209
GO:0035147	branch fusion; open tracheal system	0.21209
GO:0015698	inorganic anion transport	0.21248
GO:0022603	regulation of anatomical structure morphogenesis	0.21255
GO:0032271	regulation of protein polymerization	0.21292
GO:0051607	defense response to virus	0.21328
GO:0007528	neuromuscular junction development	0.21338
GO:0035168	larval lymph gland hemocyte differentiation	0.21396
GO:0030073	insulin secretion	0.21484
GO:0032482	Rab protein signal transduction	0.21484
GO:0050796	regulation of insulin secretion	0.21484
GO:0045664	regulation of neuron differentiation	0.21498
GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	0.21529
GO:2001013	epithelial cell proliferation involved in renal tubule morphogenesis	0.21529
GO:0006891	intra-Golgi vesicle-mediated transport	0.21548
GO:0034754	cellular hormone metabolic process	0.21621
GO:0042045	epithelial fluid transport	0.21639
GO:0070633	transepithelial transport	0.21639
GO:0001558	regulation of cell growth	0.21642
GO:0050673	epithelial cell proliferation	0.21659
GO:0030473	nuclear migration along microtubule	0.21667
GO:0010975	regulation of neuron projection development	0.21693
GO:0016325	oocyte microtubule cytoskeleton organization	0.21698
GO:0010769	regulation of cell morphogenesis involved in differentiation	0.21705
GO:0035298	regulation of Malpighian tubule size	0.21718
GO:0051124	synaptic growth at neuromuscular junction	0.21811
GO:1901565	organonitrogen compound catabolic process	0.21828
GO:0043624	cellular protein complex disassembly	0.21829
GO:0044702	single organism reproductive process	0.21914
GO:0007266	Rho protein signal transduction	0.21928
GO:0008340	determination of adult lifespan	0.21939
GO:0055080	cation homeostasis	0.21965
GO:0098771	inorganic ion homeostasis	0.21965
GO:0042981	regulation of apoptotic process	0.22
GO:0051656	establishment of organelle localization	0.22009
GO:0048592	eye morphogenesis	0.22019
GO:0090596	sensory organ morphogenesis	0.22019
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.2206
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	0.2206
GO:0008089	anterograde axonal transport	0.22099
GO:0016199	axon midline choice point recognition	0.22107
GO:0001709	cell fate determination	0.22154
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	0.22206
GO:0009987	cellular process	0.22386
GO:1902582	single-organism intracellular transport	0.22419
GO:0071901	negative regulation of protein serine/threonine kinase activity	0.22463
GO:0043407	negative regulation of MAP kinase activity	0.22463
GO:0051338	regulation of transferase activity	0.22481
GO:0034058	endosomal vesicle fusion	0.22501
GO:0048227	plasma membrane to endosome transport	0.22501
GO:0001703	gastrulation with mouth forming first	0.22522
GO:0010004	gastrulation involving germ band extension	0.22522
GO:0044092	negative regulation of molecular function	0.2263
GO:0007164	establishment of tissue polarity	0.22657
GO:0001736	establishment of planar polarity	0.22657
GO:0042908	xenobiotic transport	0.22747
GO:0040034	regulation of development; heterochronic	0.22756
GO:0034502	protein localization to chromosome	0.22821
GO:0043409	negative regulation of MAPK cascade	0.22858
GO:0006117	acetaldehyde metabolic process	0.22907
GO:0051049	regulation of transport	0.22972
GO:0051050	positive regulation of transport	0.23023
GO:0071559	response to transforming growth factor beta	0.23077
GO:0071560	cellular response to transforming growth factor beta stimulus	0.23077
GO:0016311	dephosphorylation	0.23091
GO:0006873	cellular ion homeostasis	0.23184
GO:0050775	positive regulation of dendrite morphogenesis	0.23196
GO:0009408	response to heat	0.2321
GO:2001233	regulation of apoptotic signaling pathway	0.23244
GO:0006024	glycosaminoglycan biosynthetic process	0.23251
GO:0006029	proteoglycan metabolic process	0.23251
GO:0030166	proteoglycan biosynthetic process	0.23251
GO:0030204	chondroitin sulfate metabolic process	0.23251
GO:0030206	chondroitin sulfate biosynthetic process	0.23251
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	0.23251
GO:0050654	chondroitin sulfate proteoglycan metabolic process	0.23251
GO:0010941	regulation of cell death	0.23285
GO:0045467	R7 cell development	0.23364
GO:0050795	regulation of behavior	0.23394
GO:0016246	RNA interference	0.23494
GO:0007279	pole cell formation	0.23494
GO:0042254	ribosome biogenesis	0.23503
GO:0090207	regulation of triglyceride metabolic process	0.23594
GO:0032879	regulation of localization	0.236
GO:0007623	circadian rhythm	0.23641
GO:0032147	activation of protein kinase activity	0.23656
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	0.23674
GO:0007603	phototransduction; visible light	0.23713
GO:0007430	terminal branching; open tracheal system	0.23757
GO:0071900	regulation of protein serine/threonine kinase activity	0.23811
GO:0030952	establishment or maintenance of cytoskeleton polarity	0.23845
GO:0007301	female germline ring canal formation	0.23849
GO:0030725	germline ring canal formation	0.23849
GO:0043063	intercellular bridge organization	0.23849
GO:0060568	regulation of peptide hormone processing	0.23898
GO:0060570	negative regulation of peptide hormone processing	0.23898
GO:0045010	actin nucleation	0.23967
GO:0007431	salivary gland development	0.23999
GO:0035272	exocrine system development	0.23999
GO:0007270	neuron-neuron synaptic transmission	0.24041
GO:0098930	axonal transport	0.24132
GO:0048858	cell projection morphogenesis	0.24154
GO:0048812	neuron projection morphogenesis	0.24154
GO:0006906	vesicle fusion	0.2425
GO:0006497	protein lipidation	0.24325
GO:0035212	cell competition in a multicellular organism	0.24325
GO:0042157	lipoprotein metabolic process	0.24325
GO:0042158	lipoprotein biosynthetic process	0.24325
GO:0000910	cytokinesis	0.24461
GO:0061138	morphogenesis of a branching epithelium	0.24502
GO:0048754	branching morphogenesis of an epithelial tube	0.24502
GO:0060446	branching involved in open tracheal system development	0.24502
GO:0001763	morphogenesis of a branching structure	0.24502
GO:0016183	synaptic vesicle coating	0.24562
GO:0043244	regulation of protein complex disassembly	0.246
GO:0016197	endosomal transport	0.24609
GO:0010002	cardioblast differentiation	0.24622
GO:0006895	Golgi to endosome transport	0.24631
GO:0070328	triglyceride homeostasis	0.24645
GO:0055090	acylglycerol homeostasis	0.24645
GO:0006638	neutral lipid metabolic process	0.24659
GO:0006639	acylglycerol metabolic process	0.24659
GO:0061339	establishment or maintenance of monopolar cell polarity	0.24719
GO:0061162	establishment of monopolar cell polarity	0.24719
GO:0097435	supramolecular fiber organization	0.24726
GO:0022600	digestive system process	0.24728
GO:0007605	sensory perception of sound	0.24735
GO:0046328	regulation of JNK cascade	0.24763
GO:0045466	R7 cell differentiation	0.24816
GO:0030031	cell projection assembly	0.24867
GO:0072657	protein localization to membrane	0.25065
GO:0016331	morphogenesis of embryonic epithelium	0.25125
GO:0016061	regulation of light-activated channel activity	0.25138
GO:0060361	flight	0.25138
GO:0048814	regulation of dendrite morphogenesis	0.2528
GO:2000331	regulation of terminal button organization	0.25311
GO:0031175	neuron projection development	0.25349
GO:0001654	eye development	0.25361
GO:0046664	dorsal closure; amnioserosa morphology change	0.25397
GO:0006412	translation	0.25431
GO:0046668	regulation of retinal cell programmed cell death	0.2553
GO:0046669	regulation of compound eye retinal cell programmed cell death	0.2553
GO:0048511	rhythmic process	0.25534
GO:0048103	somatic stem cell division	0.25539
GO:0045596	negative regulation of cell differentiation	0.25566
GO:0097193	intrinsic apoptotic signaling pathway	0.25581
GO:0030032	lamellipodium assembly	0.25584
GO:0097581	lamellipodium organization	0.25584
GO:0006030	chitin metabolic process	0.25593
GO:0019538	protein metabolic process	0.25617
GO:0002832	negative regulation of response to biotic stimulus	0.25674
GO:0043087	regulation of GTPase activity	0.25703
GO:0060341	regulation of cellular localization	0.25742
GO:0002011	morphogenesis of an epithelial sheet	0.25744
GO:0031638	zymogen activation	0.25744
GO:0035332	positive regulation of hippo signaling	0.25744
GO:0030703	eggshell formation	0.25751
GO:0001952	regulation of cell-matrix adhesion	0.25756
GO:0010592	positive regulation of lamellipodium assembly	0.25756
GO:0030950	establishment or maintenance of actin cytoskeleton polarity	0.25756
GO:1902407	assembly of actomyosin apparatus involved in mitotic cytokinesis	0.25756
GO:1902410	mitotic cytokinetic process	0.25756
GO:1902745	positive regulation of lamellipodium organization	0.25756
GO:1903475	mitotic actomyosin contractile ring assembly	0.25756
GO:0022904	respiratory electron transport chain	0.25816
GO:0044087	regulation of cellular component biogenesis	0.25819
GO:0043604	amide biosynthetic process	0.25864
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	0.25952
GO:0090004	positive regulation of establishment of protein localization to plasma membrane	0.25952
GO:0006575	cellular modified amino acid metabolic process	0.25955
GO:2000145	regulation of cell motility	0.2597
GO:0030334	regulation of cell migration	0.2597
GO:0032872	regulation of stress-activated MAPK cascade	0.25981
GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.25981
GO:0001738	morphogenesis of a polarized epithelium	0.26111
GO:0044273	sulfur compound catabolic process	0.26121
GO:0030727	germarium-derived female germ-line cyst formation	0.26219
GO:0061640	cytoskeleton-dependent cytokinesis	0.26239
GO:0022414	reproductive process	0.26353
GO:0060439	trachea morphogenesis	0.26382
GO:0044272	sulfur compound biosynthetic process	0.26467
GO:0045187	regulation of circadian sleep/wake cycle; sleep	0.26582
GO:0050802	circadian sleep/wake cycle; sleep	0.26582
GO:0042684	cardioblast cell fate commitment	0.26651
GO:0060911	cardiac cell fate commitment	0.26651
GO:1902667	regulation of axon guidance	0.26689
GO:0007395	dorsal closure; spreading of leading edge cells	0.26689
GO:0007441	anterior midgut (ectodermal) morphogenesis	0.26689
GO:0048557	embryonic digestive tract morphogenesis	0.26689
GO:0048611	embryonic ectodermal digestive tract development	0.26689
GO:0048613	embryonic ectodermal digestive tract morphogenesis	0.26689
GO:0048615	embryonic anterior midgut (ectodermal) morphogenesis	0.26689
GO:0032990	cell part morphogenesis	0.26693
GO:0042593	glucose homeostasis	0.2679
GO:0051653	spindle localization	0.26975
GO:0051293	establishment of spindle localization	0.26975
GO:0045055	regulated exocytosis	0.26994
GO:1904951	positive regulation of establishment of protein localization	0.27025
GO:0051222	positive regulation of protein transport	0.27025
GO:0016203	muscle attachment	0.27084
GO:0006887	exocytosis	0.27101
GO:0030003	cellular cation homeostasis	0.27107
GO:0048567	ectodermal digestive tract morphogenesis	0.27134
GO:0007264	small GTPase mediated signal transduction	0.27136
GO:0030036	actin cytoskeleton organization	0.27139
GO:0006643	membrane lipid metabolic process	0.27231
GO:0051240	positive regulation of multicellular organismal process	0.27261
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	0.27321
GO:1903829	positive regulation of cellular protein localization	0.2739
GO:0032509	endosome transport via multivesicular body sorting pathway	0.2741
GO:0045924	regulation of female receptivity	0.27496
GO:0031532	actin cytoskeleton reorganization	0.27517
GO:0048056	R3/R4 cell differentiation	0.27519
GO:0007304	chorion-containing eggshell formation	0.27553
GO:0008258	head involution	0.27553
GO:0002251	organ or tissue specific immune response	0.27682
GO:0002385	mucosal immune response	0.27682
GO:2001234	negative regulation of apoptotic signaling pathway	0.27689
GO:1901880	negative regulation of protein depolymerization	0.27696
GO:0043242	negative regulation of protein complex disassembly	0.27696
GO:0051174	regulation of phosphorus metabolic process	0.27742
GO:0019220	regulation of phosphate metabolic process	0.27742
GO:2000274	regulation of epithelial cell migration; open tracheal system	0.27898
GO:0010632	regulation of epithelial cell migration	0.27898
GO:0097305	response to alcohol	0.27934
GO:0060857	establishment of glial blood-brain barrier	0.2807
GO:0042693	muscle cell fate commitment	0.28101
GO:0016321	female meiosis chromosome segregation	0.28132
GO:0034332	adherens junction organization	0.28189
GO:0031399	regulation of protein modification process	0.28202
GO:0042692	muscle cell differentiation	0.28209
GO:0061025	membrane fusion	0.28212
GO:0060031	mediolateral intercalation	0.28213
GO:0035065	regulation of histone acetylation	0.28218
GO:1901983	regulation of protein acetylation	0.28218
GO:2000756	regulation of peptidyl-lysine acetylation	0.28218
GO:0007019	microtubule depolymerization	0.28254
GO:0031114	regulation of microtubule depolymerization	0.28254
GO:0016060	metarhodopsin inactivation	0.28298
GO:0008105	asymmetric protein localization	0.28367
GO:0033301	cell cycle comprising mitosis without cytokinesis	0.28415
GO:0035186	syncytial blastoderm mitotic cell cycle	0.28415
GO:0010883	regulation of lipid storage	0.28618
GO:0016072	rRNA metabolic process	0.28804
GO:0006814	sodium ion transport	0.2881
GO:0070646	protein modification by small protein removal	0.28916
GO:0006491	N-glycan processing	0.29069
GO:0002244	hematopoietic progenitor cell differentiation	0.29236
GO:0060218	hematopoietic stem cell differentiation	0.29236
GO:1901532	regulation of hematopoietic progenitor cell differentiation	0.29236
GO:1902036	regulation of hematopoietic stem cell differentiation	0.29236
GO:0000003	reproduction	0.29276
GO:0035234	ectopic germ cell programmed cell death	0.29306
GO:1903320	regulation of protein modification by small protein conjugation or removal	0.29309
GO:0061061	muscle structure development	0.29321
GO:1900073	regulation of neuromuscular synaptic transmission	0.2933
GO:0008345	larval locomotory behavior	0.29384
GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis	0.29407
GO:0043241	protein complex disassembly	0.29477
GO:0051704	multi-organism process	0.29498
GO:0048871	multicellular organismal homeostasis	0.29531
GO:0035073	pupariation	0.29573
GO:0007584	response to nutrient	0.2958
GO:0042766	nucleosome mobilization	0.29599
GO:0006476	protein deacetylation	0.29599
GO:0016575	histone deacetylation	0.29599
GO:0035601	protein deacylation	0.29599
GO:0098732	macromolecule deacylation	0.29599
GO:0009112	nucleobase metabolic process	0.296
GO:2001235	positive regulation of apoptotic signaling pathway	0.29612
GO:0070252	actin-mediated cell contraction	0.29646
GO:0007220	Notch receptor processing	0.29653
GO:0035051	cardiocyte differentiation	0.29815
GO:0017157	regulation of exocytosis	0.29838
GO:0006805	xenobiotic metabolic process	0.29862
GO:0009410	response to xenobiotic stimulus	0.29862
GO:0071466	cellular response to xenobiotic stimulus	0.29862
GO:0044801	single-organism membrane fusion	0.29871
GO:0007428	primary branching; open tracheal system	0.29874
GO:0090150	establishment of protein localization to membrane	0.29881
GO:0051445	regulation of meiotic cell cycle	0.29904
GO:0044802	single-organism membrane organization	0.29983
GO:0045475	locomotor rhythm	0.30029
GO:0007622	rhythmic behavior	0.30047
GO:0051780	behavioral response to nutrient	0.30071
GO:0007427	epithelial cell migration; open tracheal system	0.30079
GO:0042177	negative regulation of protein catabolic process	0.30086
GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	0.30086
GO:1903363	negative regulation of cellular protein catabolic process	0.30086
GO:0048132	female germ-line stem cell asymmetric division	0.30096
GO:0098728	germline stem cell asymmetric division	0.30096
GO:0050877	neurological system process	0.30122
GO:0051208	sequestering of calcium ion	0.30239
GO:0051238	sequestering of metal ion	0.30239
GO:0061318	renal filtration cell differentiation	0.30239
GO:0061319	nephrocyte differentiation	0.30239
GO:0080134	regulation of response to stress	0.30267
GO:0032350	regulation of hormone metabolic process	0.30285
GO:0097734	extracellular exosome biogenesis	0.30295
GO:1990182	exosomal secretion	0.30295
GO:0072507	divalent inorganic cation homeostasis	0.30361
GO:0055001	muscle cell development	0.30556
GO:0015807	L-amino acid transport	0.30612
GO:0001932	regulation of protein phosphorylation	0.30628
GO:0001963	synaptic transmission; dopaminergic	0.3066
GO:0032225	regulation of synaptic transmission; dopaminergic	0.3066
GO:0044089	positive regulation of cellular component biogenesis	0.30736
GO:0016189	synaptic vesicle to endosome fusion	0.30754
GO:0099532	synaptic vesicle endosomal processing	0.30754
GO:0007320	insemination	0.30758
GO:0044706	multi-multicellular organism process	0.30758
GO:0046692	sperm competition	0.30758
GO:0006720	isoprenoid metabolic process	0.30789
GO:0010605	negative regulation of macromolecule metabolic process	0.30826
GO:0006400	tRNA modification	0.30841
GO:0030029	actin filament-based process	0.31029
GO:0006023	aminoglycan biosynthetic process	0.31082
GO:1904893	negative regulation of STAT cascade	0.31135
GO:0046426	negative regulation of JAK-STAT cascade	0.31135
GO:0043085	positive regulation of catalytic activity	0.31205
GO:0001700	embryonic development via the syncytial blastoderm	0.3125
GO:0031033	myosin filament organization	0.31304
GO:0006536	glutamate metabolic process	0.31366
GO:0072553	terminal button organization	0.31385
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.3143
GO:0043067	regulation of programmed cell death	0.31509
GO:0048546	digestive tract morphogenesis	0.31517
GO:0035088	establishment or maintenance of apical/basal cell polarity	0.3152
GO:0061245	establishment or maintenance of bipolar cell polarity	0.3152
GO:0008586	imaginal disc-derived wing vein morphogenesis	0.31523
GO:0042325	regulation of phosphorylation	0.31548
GO:0007464	R3/R4 cell fate commitment	0.31551
GO:0008593	regulation of Notch signaling pathway	0.3159
GO:0019827	stem cell population maintenance	0.31643
GO:0098727	maintenance of cell number	0.31643
GO:0045333	cellular respiration	0.31651
GO:0006664	glycolipid metabolic process	0.31735
GO:0009247	glycolipid biosynthetic process	0.31735
GO:1903509	liposaccharide metabolic process	0.31735
GO:0009416	response to light stimulus	0.31749
GO:0046958	nonassociative learning	0.31803
GO:0007608	sensory perception of smell	0.31813
GO:0014866	skeletal myofibril assembly	0.3184
GO:0007626	locomotory behavior	0.32133
GO:0043967	histone H4 acetylation	0.32228
GO:0071902	positive regulation of protein serine/threonine kinase activity	0.32292
GO:0007300	ovarian nurse cell to oocyte transport	0.323
GO:0009888	tissue development	0.32311
GO:0033227	dsRNA transport	0.3233
GO:0048562	embryonic organ morphogenesis	0.32348
GO:0048566	embryonic digestive tract development	0.32348
GO:0071907	determination of digestive tract left/right asymmetry	0.32348
GO:0061343	cell adhesion involved in heart morphogenesis	0.3237
GO:0051017	actin filament bundle assembly	0.32396
GO:0090174	organelle membrane fusion	0.32396
GO:0042180	cellular ketone metabolic process	0.32398
GO:0048149	behavioral response to ethanol	0.324
GO:0043043	peptide biosynthetic process	0.32422
GO:0006928	movement of cell or subcellular component	0.32424
GO:0042303	molting cycle	0.3255
GO:0007591	molting cycle; chitin-based cuticle	0.3255
GO:0030510	regulation of BMP signaling pathway	0.32573
GO:0050906	detection of stimulus involved in sensory perception	0.32626
GO:0043506	regulation of JUN kinase activity	0.32659
GO:0007561	imaginal disc eversion	0.32729
GO:0001704	formation of primary germ layer	0.32755
GO:0090087	regulation of peptide transport	0.32813
GO:0006642	triglyceride mobilization	0.32817
GO:0042659	regulation of cell fate specification	0.32844
GO:0006517	protein deglycosylation	0.32862
GO:0019953	sexual reproduction	0.32875
GO:0044703	multi-organism reproductive process	0.32875
GO:0009611	response to wounding	0.32907
GO:0051345	positive regulation of hydrolase activity	0.32999
GO:0042993	positive regulation of transcription factor import into nucleus	0.33041
GO:0031110	regulation of microtubule polymerization or depolymerization	0.33064
GO:0002064	epithelial cell development	0.33071
GO:0051188	cofactor biosynthetic process	0.3312
GO:0016579	protein deubiquitination	0.33125
GO:0009306	protein secretion	0.33187
GO:0022408	negative regulation of cell-cell adhesion	0.33237
GO:0006911	phagocytosis; engulfment	0.33289
GO:0010324	membrane invagination	0.33289
GO:0099024	plasma membrane invagination	0.33289
GO:0098660	inorganic ion transmembrane transport	0.33347
GO:0045849	negative regulation of nurse cell apoptotic process	0.33373
GO:1904746	negative regulation of apoptotic process involved in development	0.33373
GO:1905880	negative regulation of oogenesis	0.33373
GO:0007424	open tracheal system development	0.33493
GO:0065002	intracellular protein transmembrane transport	0.33493
GO:0071806	protein transmembrane transport	0.33493
GO:1903036	positive regulation of response to wounding	0.33495
GO:0010243	response to organonitrogen compound	0.3357
GO:0002164	larval development	0.33697
GO:0034599	cellular response to oxidative stress	0.33741
GO:0009584	detection of visible light	0.33755
GO:0007416	synapse assembly	0.33801
GO:0033500	carbohydrate homeostasis	0.33877
GO:0006826	iron ion transport	0.33888
GO:0003383	apical constriction	0.33892
GO:0034501	protein localization to kinetochore	0.33926
GO:0071459	protein localization to chromosome; centromeric region	0.33926
GO:0019233	sensory perception of pain	0.34038
GO:0051531	NFAT protein import into nucleus	0.34082
GO:0051532	regulation of NFAT protein import into nucleus	0.34082
GO:0051533	positive regulation of NFAT protein import into nucleus	0.34082
GO:0042147	retrograde transport; endosome to Golgi	0.34083
GO:0040011	locomotion	0.34095
GO:0018108	peptidyl-tyrosine phosphorylation	0.34163
GO:0018212	peptidyl-tyrosine modification	0.34163
GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	0.34166
GO:2000142	regulation of DNA-templated transcription; initiation	0.34166
GO:0002682	regulation of immune system process	0.34182
GO:0018105	peptidyl-serine phosphorylation	0.34182
GO:0018209	peptidyl-serine modification	0.34182
GO:0007439	ectodermal digestive tract development	0.34226
GO:0006446	regulation of translational initiation	0.3434
GO:2001257	regulation of cation channel activity	0.3437
GO:2001259	positive regulation of cation channel activity	0.3437
GO:0050767	regulation of neurogenesis	0.34492
GO:0035152	regulation of tube architecture; open tracheal system	0.34534
GO:0051294	establishment of spindle orientation	0.34722
GO:0040023	establishment of nucleus localization	0.34759
GO:0034470	ncRNA processing	0.34797
GO:0048259	regulation of receptor-mediated endocytosis	0.34879
GO:0019216	regulation of lipid metabolic process	0.34953
GO:0048863	stem cell differentiation	0.34957
GO:0042023	DNA endoreduplication	0.34962
GO:0043112	receptor metabolic process	0.34998
GO:0045886	negative regulation of synaptic growth at neuromuscular junction	0.35008
GO:0051964	negative regulation of synapse assembly	0.35008
GO:1904397	negative regulation of neuromuscular junction development	0.35008
GO:1905809	negative regulation of synapse organization	0.35008
GO:0016482	cytosolic transport	0.35117
GO:0007442	hindgut morphogenesis	0.35166
GO:0061525	hindgut development	0.35166
GO:1901617	organic hydroxy compound biosynthetic process	0.3521
GO:0055074	calcium ion homeostasis	0.35268
GO:0030307	positive regulation of cell growth	0.35398
GO:0032368	regulation of lipid transport	0.35419
GO:0022402	cell cycle process	0.35423
GO:0030030	cell projection organization	0.35503
GO:0042676	compound eye cone cell fate commitment	0.35514
GO:1900180	regulation of protein localization to nucleus	0.35564
GO:1903533	regulation of protein targeting	0.35564
GO:0042306	regulation of protein import into nucleus	0.35564
GO:1904589	regulation of protein import	0.35564
GO:0060288	formation of a compartment boundary	0.35761
GO:0007386	compartment pattern specification	0.35761
GO:1904059	regulation of locomotor rhythm	0.35847
GO:0048666	neuron development	0.35849
GO:0000042	protein targeting to Golgi	0.35855
GO:0000301	retrograde transport; vesicle recycling within Golgi	0.35855
GO:0034067	protein localization to Golgi apparatus	0.35855
GO:0072600	establishment of protein localization to Golgi	0.35855
GO:0045792	negative regulation of cell size	0.35878
GO:0015908	fatty acid transport	0.35879
GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway	0.35879
GO:0007516	hemocyte development	0.3608
GO:0035026	leading edge cell differentiation	0.3608
GO:0046663	dorsal closure; leading edge cell differentiation	0.3608
GO:0032024	positive regulation of insulin secretion	0.36149
GO:0030011	maintenance of cell polarity	0.36164
GO:0061572	actin filament bundle organization	0.36164
GO:0072330	monocarboxylic acid biosynthetic process	0.36211
GO:0006979	response to oxidative stress	0.36288
GO:0060581	cell fate commitment involved in pattern specification	0.36299
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.36299
GO:0030723	ovarian fusome organization	0.3636
GO:0007502	digestive tract mesoderm development	0.36385
GO:0048518	positive regulation of biological process	0.36386
GO:0090287	regulation of cellular response to growth factor stimulus	0.36389
GO:0043603	cellular amide metabolic process	0.36403
GO:1905330	regulation of morphogenesis of an epithelium	0.36435
GO:0006890	retrograde vesicle-mediated transport; Golgi to ER	0.36561
GO:0006518	peptide metabolic process	0.3662
GO:0007562	eclosion	0.36713
GO:0007276	gamete generation	0.36787
GO:0001775	cell activation	0.36806
GO:0034762	regulation of transmembrane transport	0.36827
GO:0034764	positive regulation of transmembrane transport	0.36827
GO:0034765	regulation of ion transmembrane transport	0.36827
GO:0034767	positive regulation of ion transmembrane transport	0.36827
GO:0043270	positive regulation of ion transport	0.36827
GO:1904062	regulation of cation transmembrane transport	0.36827
GO:1904064	positive regulation of cation transmembrane transport	0.36827
GO:0007379	segment specification	0.36885
GO:0007348	regulation of syncytial blastoderm mitotic cell cycle	0.3698
GO:0009084	glutamine family amino acid biosynthetic process	0.37032
GO:0002066	columnar/cuboidal epithelial cell development	0.37088
GO:0071840	cellular component organization or biogenesis	0.37133
GO:0000082	G1/S transition of mitotic cell cycle	0.37224
GO:0044843	cell cycle G1/S phase transition	0.37224
GO:0006277	DNA amplification	0.37352
GO:0007307	eggshell chorion gene amplification	0.37352
GO:0097164	ammonium ion metabolic process	0.37356
GO:0045595	regulation of cell differentiation	0.37405
GO:0007049	cell cycle	0.37457
GO:0050708	regulation of protein secretion	0.37461
GO:0009108	coenzyme biosynthetic process	0.37471
GO:0060541	respiratory system development	0.3749
GO:0060538	skeletal muscle organ development	0.37611
GO:0009892	negative regulation of metabolic process	0.37651
GO:0014904	myotube cell development	0.37664
GO:0048741	skeletal muscle fiber development	0.37664
GO:0072089	stem cell proliferation	0.37682
GO:0045834	positive regulation of lipid metabolic process	0.37693
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.3779
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	0.37807
GO:0045132	meiotic chromosome segregation	0.37871
GO:0044110	growth involved in symbiotic interaction	0.3789
GO:0044116	growth of symbiont involved in interaction with host	0.3789
GO:0044117	growth of symbiont in host	0.3789
GO:0044126	regulation of growth of symbiont in host	0.3789
GO:0044130	negative regulation of growth of symbiont in host	0.3789
GO:0044144	modulation of growth of symbiont involved in interaction with host	0.3789
GO:0044146	negative regulation of growth of symbiont involved in interaction with host	0.3789
GO:0006793	phosphorus metabolic process	0.37908
GO:0030178	negative regulation of Wnt signaling pathway	0.37938
