### Enriched GO terms for convergently expressed genes in reproductive tract samples
# GO.ID = GO term ID
# Term = GO term description
# GSEA = Gene set enrichment analysis p-value 
GO.ID	Term	GSEA
GO:0009792	embryo development ending in birth or egg hatching	0.21265
GO:0009954	proximal/distal pattern formation	0.21296
GO:0040012	regulation of locomotion	0.21303
GO:0000412	histone peptidyl-prolyl isomerization	0.21316
GO:1903706	regulation of hemopoiesis	0.21385
GO:0048806	genitalia development	0.21386
GO:0043066	negative regulation of apoptotic process	0.21398
GO:1901605	alpha-amino acid metabolic process	0.21454
GO:0006959	humoral immune response	0.21461
GO:0042337	cuticle development involved in chitin-based cuticle molting cycle	0.21472
GO:0016239	positive regulation of macroautophagy	0.21506
GO:0016337	single organismal cell-cell adhesion	0.217
GO:0007099	centriole replication	0.21722
GO:0098534	centriole assembly	0.21722
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.21803
GO:0044700	single organism signaling	0.21886
GO:0023052	signaling	0.21886
GO:0048663	neuron fate commitment	0.21907
GO:0001752	compound eye photoreceptor fate commitment	0.21907
GO:0046552	photoreceptor cell fate commitment	0.21907
GO:0042706	eye photoreceptor cell fate commitment	0.21907
GO:0045117	azole transport	0.21931
GO:0098754	detoxification	0.21964
GO:0050657	nucleic acid transport	0.21999
GO:0050658	RNA transport	0.21999
GO:0032269	negative regulation of cellular protein metabolic process	0.22031
GO:0051248	negative regulation of protein metabolic process	0.22031
GO:0016311	dephosphorylation	0.22069
GO:0007316	pole plasm RNA localization	0.22107
GO:0010720	positive regulation of cell development	0.22154
GO:0035239	tube morphogenesis	0.222
GO:0019320	hexose catabolic process	0.22262
GO:0046365	monosaccharide catabolic process	0.22262
GO:0031427	response to methotrexate	0.22289
GO:0015833	peptide transport	0.22306
GO:0006955	immune response	0.22511
GO:1904375	regulation of protein localization to cell periphery	0.22631
GO:1903076	regulation of protein localization to plasma membrane	0.22631
GO:1903729	regulation of plasma membrane organization	0.22631
GO:1905475	regulation of protein localization to membrane	0.22631
GO:0090087	regulation of peptide transport	0.2265
GO:0051494	negative regulation of cytoskeleton organization	0.22732
GO:0022607	cellular component assembly	0.22742
GO:0009066	aspartate family amino acid metabolic process	0.22819
GO:0007389	pattern specification process	0.22866
GO:0007552	metamorphosis	0.22872
GO:0072507	divalent inorganic cation homeostasis	0.22918
GO:0008219	cell death	0.22938
GO:0002793	positive regulation of peptide secretion	0.22987
GO:0007006	mitochondrial membrane organization	0.22988
GO:0051276	chromosome organization	0.23029
GO:0010628	positive regulation of gene expression	0.23059
GO:0043388	positive regulation of DNA binding	0.23084
GO:0051099	positive regulation of binding	0.23084
GO:0035041	sperm chromatin decondensation	0.23094
GO:0035039	male pronucleus assembly	0.23094
GO:0065008	regulation of biological quality	0.23139
GO:0001704	formation of primary germ layer	0.23196
GO:0032509	endosome transport via multivesicular body sorting pathway	0.23225
GO:0060562	epithelial tube morphogenesis	0.23364
GO:0007465	R7 cell fate commitment	0.23392
GO:0030073	insulin secretion	0.23398
GO:0050796	regulation of insulin secretion	0.23398
GO:0032350	regulation of hormone metabolic process	0.23426
GO:1901215	negative regulation of neuron death	0.23538
GO:0050877	neurological system process	0.2357
GO:0009063	cellular amino acid catabolic process	0.23575
GO:0001700	embryonic development via the syncytial blastoderm	0.23705
GO:0051270	regulation of cellular component movement	0.23709
GO:0008586	imaginal disc-derived wing vein morphogenesis	0.23727
GO:0001676	long-chain fatty acid metabolic process	0.23757
GO:0035168	larval lymph gland hemocyte differentiation	0.23849
GO:0006400	tRNA modification	0.23856
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	0.23865
GO:0010558	negative regulation of macromolecule biosynthetic process	0.23865
GO:0007067	mitotic nuclear division	0.23869
GO:0035019	somatic stem cell population maintenance	0.23971
GO:2000021	regulation of ion homeostasis	0.23994
GO:0008258	head involution	0.24072
GO:0035159	regulation of tube length; open tracheal system	0.24122
GO:2001234	negative regulation of apoptotic signaling pathway	0.24164
GO:0060439	trachea morphogenesis	0.2419
GO:0006458	'de novo' protein folding	0.24259
GO:0045297	post-mating behavior	0.24274
GO:0072503	cellular divalent inorganic cation homeostasis	0.24309
GO:0030260	entry into host cell	0.24404
GO:0046718	viral entry into host cell	0.24404
GO:0051701	interaction with host	0.24404
GO:0044409	entry into host	0.24404
GO:0051828	entry into other organism involved in symbiotic interaction	0.24404
GO:0051806	entry into cell of other organism involved in symbiotic interaction	0.24404
GO:0043412	macromolecule modification	0.24412
GO:0050805	negative regulation of synaptic transmission	0.24486
GO:0045572	positive regulation of imaginal disc growth	0.24502
GO:0010557	positive regulation of macromolecule biosynthetic process	0.24511
GO:0042147	retrograde transport; endosome to Golgi	0.24512
GO:0070593	dendrite self-avoidance	0.2454
GO:0009303	rRNA transcription	0.2468
GO:0042790	transcription of nuclear large rRNA transcript from RNA polymerase I promoter	0.2468
GO:0098781	ncRNA transcription	0.2468
GO:1901836	regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	0.2468
GO:1901838	positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	0.2468
GO:0044267	cellular protein metabolic process	0.24706
GO:0000132	establishment of mitotic spindle orientation	0.24709
GO:0055074	calcium ion homeostasis	0.24747
GO:1990182	exosomal secretion	0.24761
GO:0097734	extracellular exosome biogenesis	0.24761
GO:0010647	positive regulation of cell communication	0.2485
GO:0023056	positive regulation of signaling	0.2485
GO:0043068	positive regulation of programmed cell death	0.24949
GO:0022406	membrane docking	0.2497
GO:0070997	neuron death	0.24971
GO:1901214	regulation of neuron death	0.24971
GO:0000226	microtubule cytoskeleton organization	0.25021
GO:0007059	chromosome segregation	0.25053
GO:0007260	tyrosine phosphorylation of STAT protein	0.25104
GO:0007262	STAT protein import into nucleus	0.25104
GO:0035094	response to nicotine	0.25115
GO:0006325	chromatin organization	0.2527
GO:0009887	animal organ morphogenesis	0.2535
GO:0033365	protein localization to organelle	0.25448
GO:0008593	regulation of Notch signaling pathway	0.25462
GO:0030111	regulation of Wnt signaling pathway	0.25466
GO:0034599	cellular response to oxidative stress	0.25466
GO:1905268	negative regulation of chromatin organization	0.25554
GO:0043069	negative regulation of programmed cell death	0.25562
GO:0007289	spermatid nucleus differentiation	0.25649
GO:0021782	glial cell development	0.25676
GO:0032501	multicellular organismal process	0.25741
GO:0034248	regulation of cellular amide metabolic process	0.2576
GO:0042593	glucose homeostasis	0.25774
GO:0008355	olfactory learning	0.2586
GO:0043269	regulation of ion transport	0.25983
GO:0009605	response to external stimulus	0.26031
GO:0090002	establishment of protein localization to plasma membrane	0.26092
GO:0009790	embryo development	0.26145
GO:0051641	cellular localization	0.26263
GO:0048070	regulation of developmental pigmentation	0.26277
GO:0008039	synaptic target recognition	0.26297
GO:0048638	regulation of developmental growth	0.26348
GO:0045071	negative regulation of viral genome replication	0.26365
GO:0048525	negative regulation of viral process	0.26365
GO:1903901	negative regulation of viral life cycle	0.26365
GO:0051047	positive regulation of secretion	0.26376
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	0.26415
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	0.26477
GO:0046486	glycerolipid metabolic process	0.26572
GO:0016482	cytosolic transport	0.26627
GO:0007482	haltere development	0.26631
GO:0035216	haltere disc development	0.26631
GO:0006289	nucleotide-excision repair	0.26687
GO:0035220	wing disc development	0.26715
GO:0001558	regulation of cell growth	0.26878
GO:0046488	phosphatidylinositol metabolic process	0.26897
GO:1903707	negative regulation of hemopoiesis	0.26897
GO:0007440	foregut morphogenesis	0.26905
GO:0042693	muscle cell fate commitment	0.26905
GO:0007423	sensory organ development	0.26958
GO:0006342	chromatin silencing	0.26968
GO:0045814	negative regulation of gene expression; epigenetic	0.26968
GO:0046189	phenol-containing compound biosynthetic process	0.26983
GO:0048193	Golgi vesicle transport	0.26989
GO:0044085	cellular component biogenesis	0.27071
GO:1903046	meiotic cell cycle process	0.27077
GO:0090114	COPII-coated vesicle budding	0.27171
GO:0006302	double-strand break repair	0.27251
GO:0007413	axonal fasciculation	0.2728
GO:0070727	cellular macromolecule localization	0.27286
GO:0050806	positive regulation of synaptic transmission	0.27505
GO:0001510	RNA methylation	0.27553
GO:0006723	cuticle hydrocarbon biosynthetic process	0.27658
GO:0001754	eye photoreceptor cell differentiation	0.2776
GO:0050000	chromosome localization	0.27881
GO:0051303	establishment of chromosome localization	0.27881
GO:0051985	negative regulation of chromosome segregation	0.27881
GO:0033046	negative regulation of sister chromatid segregation	0.27881
GO:0000184	nuclear-transcribed mRNA catabolic process; nonsense-mediated decay	0.27895
GO:0044260	cellular macromolecule metabolic process	0.27974
GO:1902275	regulation of chromatin organization	0.27986
GO:0072657	protein localization to membrane	0.28007
GO:0017148	negative regulation of translation	0.28007
GO:0001707	mesoderm formation	0.2801
GO:0048332	mesoderm morphogenesis	0.2801
GO:0019098	reproductive behavior	0.28025
GO:0007365	periodic partitioning	0.28046
GO:0007018	microtubule-based movement	0.28057
GO:0043090	amino acid import	0.2807
GO:0007610	behavior	0.28119
GO:0007017	microtubule-based process	0.28139
GO:0018990	ecdysis; chitin-based cuticle	0.28203
GO:0042074	cell migration involved in gastrulation	0.28216
GO:0097193	intrinsic apoptotic signaling pathway	0.28216
GO:0046956	positive phototaxis	0.28256
GO:0052128	positive energy taxis	0.28256
GO:2000026	regulation of multicellular organismal development	0.28275
GO:0006974	cellular response to DNA damage stimulus	0.28285
GO:0044802	single-organism membrane organization	0.28297
GO:0051962	positive regulation of nervous system development	0.28388
GO:0046530	photoreceptor cell differentiation	0.28392
GO:0006891	intra-Golgi vesicle-mediated transport	0.2845
GO:0043170	macromolecule metabolic process	0.28532
GO:0048584	positive regulation of response to stimulus	0.28576
GO:0007314	oocyte anterior/posterior axis specification	0.28594
GO:0008358	maternal determination of anterior/posterior axis; embryo	0.28594
GO:0060969	negative regulation of gene silencing	0.28628
GO:0040007	growth	0.28671
GO:0016052	carbohydrate catabolic process	0.28685
GO:0009451	RNA modification	0.2869
GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.28704
GO:0045727	positive regulation of translation	0.28871
GO:0048869	cellular developmental process	0.28896
GO:0007509	mesoderm migration involved in gastrulation	0.28961
GO:0002791	regulation of peptide secretion	0.28977
GO:0007282	cystoblast division	0.2898
GO:0048736	appendage development	0.29047
GO:0030150	protein import into mitochondrial matrix	0.29057
GO:0045175	basal protein localization	0.29103
GO:0008306	associative learning	0.29221
GO:0002682	regulation of immune system process	0.29339
GO:0016049	cell growth	0.2937
GO:0008284	positive regulation of cell proliferation	0.29379
GO:1902904	negative regulation of supramolecular fiber organization	0.29417
GO:0048707	instar larval or pupal morphogenesis	0.29539
GO:0018993	somatic sex determination	0.2958
GO:0042177	negative regulation of protein catabolic process	0.2964
GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process	0.2964
GO:1903363	negative regulation of cellular protein catabolic process	0.2964
GO:0048640	negative regulation of developmental growth	0.29689
GO:0090257	regulation of muscle system process	0.29839
GO:1900006	positive regulation of dendrite development	0.29839
GO:0032200	telomere organization	0.29883
GO:0000723	telomere maintenance	0.29883
GO:0001751	compound eye photoreceptor cell differentiation	0.29935
GO:0042659	regulation of cell fate specification	0.30002
GO:1901606	alpha-amino acid catabolic process	0.30042
GO:0048469	cell maturation	0.30125
GO:0050890	cognition	0.30156
GO:0007611	learning or memory	0.30156
GO:0048737	imaginal disc-derived appendage development	0.30215
GO:0007315	pole plasm assembly	0.30238
GO:0042045	epithelial fluid transport	0.30244
GO:0070633	transepithelial transport	0.30244
GO:0045465	R8 cell differentiation	0.30244
GO:0009967	positive regulation of signal transduction	0.30306
GO:2000243	positive regulation of reproductive process	0.30318
GO:1905881	positive regulation of oogenesis	0.30318
GO:0007224	smoothened signaling pathway	0.30345
GO:0046668	regulation of retinal cell programmed cell death	0.30367
GO:0046669	regulation of compound eye retinal cell programmed cell death	0.30367
GO:0072600	establishment of protein localization to Golgi	0.30414
GO:0000301	retrograde transport; vesicle recycling within Golgi	0.30414
GO:0000042	protein targeting to Golgi	0.30414
GO:0034067	protein localization to Golgi apparatus	0.30414
GO:0032527	protein exit from endoplasmic reticulum	0.30414
GO:0070861	regulation of protein exit from endoplasmic reticulum	0.30414
GO:0070863	positive regulation of protein exit from endoplasmic reticulum	0.30414
GO:0009886	post-embryonic animal morphogenesis	0.3042
GO:0006357	regulation of transcription from RNA polymerase II promoter	0.30457
GO:0008156	negative regulation of DNA replication	0.30459
GO:0007390	germ-band shortening	0.30469
GO:0000271	polysaccharide biosynthetic process	0.30481
GO:0033692	cellular polysaccharide biosynthetic process	0.30481
GO:0035592	establishment of protein localization to extracellular region	0.30544
GO:0071692	protein localization to extracellular region	0.30544
GO:1905952	regulation of lipid localization	0.30572
GO:0010970	transport along microtubule	0.30578
GO:0099111	microtubule-based transport	0.30578
GO:0006996	organelle organization	0.30594
GO:0007279	pole cell formation	0.30631
GO:0198738	cell-cell signaling by wnt	0.30632
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	0.30714
GO:0010507	negative regulation of autophagy	0.30759
GO:0043696	dedifferentiation	0.30811
GO:0043697	cell dedifferentiation	0.30811
GO:0007274	neuromuscular synaptic transmission	0.30823
GO:0030072	peptide hormone secretion	0.30872
GO:0090276	regulation of peptide hormone secretion	0.30872
GO:0045010	actin nucleation	0.30877
GO:0008285	negative regulation of cell proliferation	0.3091
GO:0048199	vesicle targeting; to; from or within Golgi	0.30968
GO:0048209	regulation of vesicle targeting; to; from or within Golgi	0.30968
GO:0016226	iron-sulfur cluster assembly	0.31134
GO:0031163	metallo-sulfur cluster assembly	0.31134
GO:0030952	establishment or maintenance of cytoskeleton polarity	0.3114
GO:0051253	negative regulation of RNA metabolic process	0.31187
GO:0050793	regulation of developmental process	0.31193
GO:0001654	eye development	0.31242
GO:0007447	imaginal disc pattern formation	0.31254
GO:0006821	chloride transport	0.31269
GO:0048524	positive regulation of viral process	0.31308
GO:1903902	positive regulation of viral life cycle	0.31308
GO:0031124	mRNA 3'-end processing	0.31428
GO:0044724	single-organism carbohydrate catabolic process	0.3144
GO:0002065	columnar/cuboidal epithelial cell differentiation	0.31488
GO:0048260	positive regulation of receptor-mediated endocytosis	0.31579
GO:0007472	wing disc morphogenesis	0.31586
GO:1902680	positive regulation of RNA biosynthetic process	0.31613
GO:1903508	positive regulation of nucleic acid-templated transcription	0.31613
GO:0045893	positive regulation of transcription; DNA-templated	0.31613
GO:0022409	positive regulation of cell-cell adhesion	0.31636
GO:0046667	compound eye retinal cell programmed cell death	0.31656
GO:0007131	reciprocal meiotic recombination	0.31695
GO:0035825	reciprocal DNA recombination	0.31695
GO:0016055	Wnt signaling pathway	0.31789
GO:1900425	negative regulation of defense response to bacterium	0.31811
GO:0006376	mRNA splice site selection	0.31912
GO:0051246	regulation of protein metabolic process	0.31918
GO:0044550	secondary metabolite biosynthetic process	0.31947
GO:0043473	pigmentation	0.31974
GO:0050773	regulation of dendrite development	0.32007
GO:0009611	response to wounding	0.32021
GO:0010823	negative regulation of mitochondrion organization	0.32096
GO:0007484	imaginal disc-derived genitalia development	0.32129
GO:0007432	salivary gland boundary specification	0.32216
GO:0007502	digestive tract mesoderm development	0.32216
GO:0007300	ovarian nurse cell to oocyte transport	0.3231
GO:0006605	protein targeting	0.3234
GO:0007612	learning	0.32396
GO:0032386	regulation of intracellular transport	0.32523
GO:0002066	columnar/cuboidal epithelial cell development	0.32578
GO:0006446	regulation of translational initiation	0.327
GO:0010001	glial cell differentiation	0.32738
GO:0051302	regulation of cell division	0.32752
GO:0051321	meiotic cell cycle	0.32755
GO:0008363	larval chitin-based cuticle development	0.32819
GO:0035293	chitin-based larval cuticle pattern formation	0.32819
GO:0051960	regulation of nervous system development	0.32919
GO:0048789	cytoskeletal matrix organization at active zone	0.32952
GO:0044089	positive regulation of cellular component biogenesis	0.32981
GO:0030261	chromosome condensation	0.33032
GO:0006904	vesicle docking involved in exocytosis	0.33078
GO:0048278	vesicle docking	0.33078
GO:0000578	embryonic axis specification	0.33106
GO:0051124	synaptic growth at neuromuscular junction	0.33125
GO:0009880	embryonic pattern specification	0.33154
GO:0048865	stem cell fate commitment	0.33172
GO:0046474	glycerophospholipid biosynthetic process	0.33217
GO:1903827	regulation of cellular protein localization	0.33264
GO:0098813	nuclear chromosome segregation	0.33272
GO:0007476	imaginal disc-derived wing morphogenesis	0.33333
GO:1901607	alpha-amino acid biosynthetic process	0.33436
GO:0008652	cellular amino acid biosynthetic process	0.33436
GO:0055072	iron ion homeostasis	0.33449
GO:0007127	meiosis I	0.33473
GO:0098655	cation transmembrane transport	0.33545
GO:0009607	response to biotic stimulus	0.33627
GO:0051707	response to other organism	0.33627
GO:0043207	response to external biotic stimulus	0.33627
GO:0048871	multicellular organismal homeostasis	0.33633
GO:0030707	ovarian follicle cell development	0.33692
GO:0033363	secretory granule organization	0.33731
GO:0016241	regulation of macroautophagy	0.33802
GO:0048749	compound eye development	0.33893
GO:0035107	appendage morphogenesis	0.33903
GO:0002009	morphogenesis of an epithelium	0.33976
GO:2000116	regulation of cysteine-type endopeptidase activity	0.34105
GO:0006259	DNA metabolic process	0.34128
GO:0006865	amino acid transport	0.34151
GO:2000145	regulation of cell motility	0.34152
GO:0030334	regulation of cell migration	0.34152
GO:0009653	anatomical structure morphogenesis	0.34236
GO:0072594	establishment of protein localization to organelle	0.34243
GO:0006090	pyruvate metabolic process	0.34256
GO:0055085	transmembrane transport	0.34344
GO:0019722	calcium-mediated signaling	0.34355
GO:0002165	instar larval or pupal development	0.34382
GO:0050775	positive regulation of dendrite morphogenesis	0.34406
GO:0045597	positive regulation of cell differentiation	0.34437
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	0.34522
GO:1901799	negative regulation of proteasomal protein catabolic process	0.34522
GO:0006096	glycolytic process	0.34633
GO:0006757	ATP generation from ADP	0.34633
GO:0030705	cytoskeleton-dependent intracellular transport	0.34671
GO:0035080	heat shock-mediated polytene chromosome puffing	0.34707
GO:0044743	protein transmembrane import into intracellular organelle	0.3472
GO:0034754	cellular hormone metabolic process	0.34837
GO:0007553	regulation of ecdysteroid metabolic process	0.34842
GO:0019218	regulation of steroid metabolic process	0.34842
GO:0048846	axon extension involved in axon guidance	0.34842
GO:1902284	neuron projection extension involved in neuron projection guidance	0.34842
GO:1902679	negative regulation of RNA biosynthetic process	0.34859
GO:1903507	negative regulation of nucleic acid-templated transcription	0.34859
GO:0045892	negative regulation of transcription; DNA-templated	0.34859
GO:0048864	stem cell development	0.34873
GO:0051301	cell division	0.34943
GO:0007450	dorsal/ventral pattern formation; imaginal disc	0.34969
GO:1903829	positive regulation of cellular protein localization	0.34984
GO:0007032	endosome organization	0.34995
GO:0072384	organelle transport along microtubule	0.35012
GO:0007283	spermatogenesis	0.35075
GO:0048232	male gamete generation	0.35075
GO:0007446	imaginal disc growth	0.35075
GO:1903900	regulation of viral life cycle	0.35121
GO:0046620	regulation of organ growth	0.35139
GO:0098602	single organism cell adhesion	0.35143
GO:0035114	imaginal disc-derived appendage morphogenesis	0.35193
GO:0016180	snRNA processing	0.35238
GO:0016073	snRNA metabolic process	0.35238
GO:0034472	snRNA 3'-end processing	0.35238
GO:0003400	regulation of COPII vesicle coating	0.35292
GO:0048207	vesicle targeting; rough ER to cis-Golgi	0.35292
GO:0048208	COPII vesicle coating	0.35292
GO:0090113	regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis	0.35292
GO:0007525	somatic muscle development	0.35377
GO:0001672	regulation of chromatin assembly or disassembly	0.35396
GO:0006470	protein dephosphorylation	0.35515
GO:0007386	compartment pattern specification	0.35539
GO:0060288	formation of a compartment boundary	0.35539
GO:0030154	cell differentiation	0.35623
GO:0048067	cuticle pigmentation	0.35638
GO:0048581	negative regulation of post-embryonic development	0.35772
GO:0045611	negative regulation of hemocyte differentiation	0.35772
GO:0045613	regulation of plasmatocyte differentiation	0.35772
GO:0045614	negative regulation of plasmatocyte differentiation	0.35772
GO:0035203	regulation of lamellocyte differentiation	0.35772
GO:0035204	negative regulation of lamellocyte differentiation	0.35772
GO:0007562	eclosion	0.35817
GO:0008101	decapentaplegic signaling pathway	0.35821
GO:0043628	ncRNA 3'-end processing	0.35849
GO:0031330	negative regulation of cellular catabolic process	0.35904
GO:0007455	eye-antennal disc morphogenesis	0.35973
GO:0006892	post-Golgi vesicle-mediated transport	0.36038
GO:0032388	positive regulation of intracellular transport	0.36043
GO:0001109	promoter clearance during DNA-templated transcription	0.36097
GO:0001111	promoter clearance from RNA polymerase II promoter	0.36097
GO:0044708	single-organism behavior	0.36158
GO:0051965	positive regulation of synapse assembly	0.36187
GO:0006754	ATP biosynthetic process	0.36243
GO:0090150	establishment of protein localization to membrane	0.36328
GO:0035210	prepupal development	0.36383
GO:0007320	insemination	0.36409
GO:0044706	multi-multicellular organism process	0.36409
GO:0046692	sperm competition	0.36409
GO:0097485	neuron projection guidance	0.36453
GO:0035120	post-embryonic appendage morphogenesis	0.36513
GO:0050920	regulation of chemotaxis	0.36545
GO:0007541	sex determination; primary response to X:A ratio	0.36606
GO:0030728	ovulation	0.36639
GO:0051963	regulation of synapse assembly	0.36647
GO:0035265	organ growth	0.36659
GO:0006607	NLS-bearing protein import into nucleus	0.36673
GO:0033554	cellular response to stress	0.36763
GO:0032268	regulation of cellular protein metabolic process	0.36768
GO:0031644	regulation of neurological system process	0.36791
GO:0090328	regulation of olfactory learning	0.36791
GO:1903040	exon-exon junction complex assembly	0.36791
GO:0007166	cell surface receptor signaling pathway	0.36845
GO:0007638	mechanosensory behavior	0.36879
GO:1900074	negative regulation of neuromuscular synaptic transmission	0.36879
GO:0002183	cytoplasmic translational initiation	0.3688
GO:0060078	regulation of postsynaptic membrane potential	0.36906
GO:1901617	organic hydroxy compound biosynthetic process	0.36935
GO:0031507	heterochromatin assembly	0.36986
GO:0090382	phagosome maturation	0.37008
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	0.37008
GO:0090004	positive regulation of establishment of protein localization to plasma membrane	0.37008
GO:0051046	regulation of secretion	0.37092
GO:1903530	regulation of secretion by cell	0.37097
GO:0040029	regulation of gene expression; epigenetic	0.37165
GO:0008283	cell proliferation	0.37169
GO:0050792	regulation of viral process	0.37182
GO:0032024	positive regulation of insulin secretion	0.37262
GO:0030717	karyosome formation	0.37282
GO:0099558	maintenance of synapse structure	0.37298
GO:0048790	maintenance of presynaptic active zone structure	0.37298
GO:0045448	mitotic cell cycle; embryonic	0.37356
GO:0031348	negative regulation of defense response	0.37372
GO:0010884	positive regulation of lipid storage	0.37389
GO:0016081	synaptic vesicle docking	0.3742
GO:0036211	protein modification process	0.37429
GO:0006464	cellular protein modification process	0.37429
GO:0010646	regulation of cell communication	0.37458
GO:0023051	regulation of signaling	0.37458
GO:0006727	ommochrome biosynthetic process	0.37489
GO:0008055	ocellus pigment biosynthetic process	0.37489
GO:0033060	ocellus pigmentation	0.37489
GO:0046152	ommochrome metabolic process	0.37489
GO:0046158	ocellus pigment metabolic process	0.37489
GO:0060491	regulation of cell projection assembly	0.37502
GO:0043900	regulation of multi-organism process	0.37506
GO:0009608	response to symbiont	0.37515
GO:0048592	eye morphogenesis	0.37543
GO:0090596	sensory organ morphogenesis	0.37543
GO:0035337	fatty-acyl-CoA metabolic process	0.37548
GO:0046949	fatty-acyl-CoA biosynthetic process	0.37548
GO:0002683	negative regulation of immune system process	0.37732
GO:0000038	very long-chain fatty acid metabolic process	0.3774
GO:0010950	positive regulation of endopeptidase activity	0.37786
GO:0010952	positive regulation of peptidase activity	0.37786
GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.37786
GO:0001894	tissue homeostasis	0.37833
GO:0000045	autophagosome assembly	0.37846
GO:0048079	regulation of cuticle pigmentation	0.37858
GO:0048814	regulation of dendrite morphogenesis	0.37937
GO:0045570	regulation of imaginal disc growth	0.37949
GO:0043410	positive regulation of MAPK cascade	0.37961
GO:0098662	inorganic cation transmembrane transport	0.38039
GO:0046883	regulation of hormone secretion	0.38061
GO:0046879	hormone secretion	0.38061
GO:0009914	hormone transport	0.38061
GO:0045466	R7 cell differentiation	0.38077
GO:0010528	regulation of transposition	0.38093
GO:0010529	negative regulation of transposition	0.38093
GO:0032196	transposition	0.38093
GO:0055088	lipid homeostasis	0.38151
GO:0042445	hormone metabolic process	0.38153
GO:0045467	R7 cell development	0.38165
GO:0046716	muscle cell cellular homeostasis	0.38185
GO:0006024	glycosaminoglycan biosynthetic process	0.38213
GO:0006029	proteoglycan metabolic process	0.38213
GO:0030166	proteoglycan biosynthetic process	0.38213
GO:0030204	chondroitin sulfate metabolic process	0.38213
GO:0030206	chondroitin sulfate biosynthetic process	0.38213
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	0.38213
GO:0050654	chondroitin sulfate proteoglycan metabolic process	0.38213
GO:0040001	establishment of mitotic spindle localization	0.38221
GO:0060856	establishment of blood-brain barrier	0.38228
GO:0048729	tissue morphogenesis	0.38301
GO:2000816	negative regulation of mitotic sister chromatid separation	0.38401
GO:0033048	negative regulation of mitotic sister chromatid segregation	0.38401
GO:1905819	negative regulation of chromosome separation	0.38401
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	0.38401
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	0.38401
GO:0022402	cell cycle process	0.38452
GO:0043242	negative regulation of protein complex disassembly	0.38459
GO:1901880	negative regulation of protein depolymerization	0.38459
GO:0009994	oocyte differentiation	0.38486
GO:0035290	trunk segmentation	0.3862
GO:1903047	mitotic cell cycle process	0.38704
GO:0040017	positive regulation of locomotion	0.38749
GO:0030497	fatty acid elongation	0.38777
GO:0070647	protein modification by small protein conjugation or removal	0.38783
GO:0001173	DNA-templated transcriptional start site selection	0.38821
GO:0001174	transcriptional start site selection at RNA polymerase II promoter	0.38821
GO:0051647	nucleus localization	0.38873
GO:0010942	positive regulation of cell death	0.38886
GO:2000241	regulation of reproductive process	0.38934
GO:0035112	genitalia morphogenesis	0.38959
GO:0007485	imaginal disc-derived male genitalia development	0.38959
GO:0042127	regulation of cell proliferation	0.38962
GO:0007424	open tracheal system development	0.38973
GO:1900407	regulation of cellular response to oxidative stress	0.39115
GO:0007163	establishment or maintenance of cell polarity	0.39149
GO:0042330	taxis	0.39194
GO:0072659	protein localization to plasma membrane	0.39347
GO:0010941	regulation of cell death	0.39423
GO:0048513	animal organ development	0.39425
GO:0048081	positive regulation of cuticle pigmentation	0.3951
GO:0048087	positive regulation of developmental pigmentation	0.3951
GO:0072661	protein targeting to plasma membrane	0.3951
GO:0040040	thermosensory behavior	0.39512
GO:0007028	cytoplasm organization	0.39617
GO:0055090	acylglycerol homeostasis	0.39651
GO:0070328	triglyceride homeostasis	0.39651
GO:0051173	positive regulation of nitrogen compound metabolic process	0.39723
GO:0006355	regulation of transcription; DNA-templated	0.39794
GO:2001141	regulation of RNA biosynthetic process	0.39794
GO:1903506	regulation of nucleic acid-templated transcription	0.39794
GO:0034770	histone H4-K20 methylation	0.39852
GO:0060278	regulation of ovulation	0.39852
GO:0000018	regulation of DNA recombination	0.39969
GO:0000413	protein peptidyl-prolyl isomerization	0.40008
GO:0018208	peptidyl-proline modification	0.40008
GO:0051983	regulation of chromosome segregation	0.40032
GO:0033045	regulation of sister chromatid segregation	0.40032
GO:0071103	DNA conformation change	0.40078
GO:0090316	positive regulation of intracellular protein transport	0.40133
GO:0033044	regulation of chromosome organization	0.40134
GO:0034637	cellular carbohydrate biosynthetic process	0.40174
GO:0051052	regulation of DNA metabolic process	0.40212
GO:0042438	melanin biosynthetic process	0.4037
GO:0044237	cellular metabolic process	0.40436
GO:0034976	response to endoplasmic reticulum stress	0.4046
GO:0006275	regulation of DNA replication	0.40463
GO:0032465	regulation of cytokinesis	0.40474
