### GO term enrichment for convergent genes in whole body samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTbi_GSEA	toTsi_GSEA	toTce_GSEA	toTms_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0070983	dendrite guidance	0.1441	0.34545	0.4471	0.42099	0.435	0.24927	0.15844	0.46201	0.35812	0.17104	0.351785
GO:0008315	meiotic G2/MI transition	0.2893	0.12858	0.5448	0.5905	0.29324	0.41036	0.13287	0.09245	0.69517	0.43448	0.3518
GO:0044771	meiotic cell cycle phase transition	0.2893	0.12858	0.5448	0.5905	0.29324	0.41036	0.13287	0.09245	0.69517	0.43448	0.3518
GO:0006139	nucleobase-containing compound metabolic process	0.3567	0.28182	0.6327	0.34718	0.17712	0.11151	0.71037	0.0495	0.37396	0.65291	0.35194
GO:0006613	cotranslational protein targeting to membrane	0.3107	0.14327	0.4504	0.48687	0.11724	0.13241	0.33955	0.50312	0.36567	0.37977	0.35261
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	0.3107	0.14327	0.4504	0.48687	0.11724	0.13241	0.33955	0.50312	0.36567	0.37977	0.35261
GO:0090158	endoplasmic reticulum membrane organization	0.3847	0.34313	0.2158	0.18261	0.33104	0.29166	0.3632	0.36233	0.41237	0.46711	0.35273
GO:0010638	positive regulation of organelle organization	0.3373	0.36821	0.4469	0.40794	0.2822	0.42869	0.20844	0.24346	0.36984	0.16151	0.352755
GO:0090087	regulation of peptide transport	0.3285	0.05612	0.128	0.33232	0.75122	0.55106	0.27478	0.44172	0.71483	0.37336	0.35284
GO:0014743	regulation of muscle hypertrophy	0.0782	0.36185	0.6348	0.28499	0.46355	0.3726	0.08609	0.59764	0.28951	0.34405	0.35295
GO:0014881	regulation of myofibril size	0.0782	0.36185	0.6348	0.28499	0.46355	0.3726	0.08609	0.59764	0.28951	0.34405	0.35295
GO:0014896	muscle hypertrophy	0.0782	0.36185	0.6348	0.28499	0.46355	0.3726	0.08609	0.59764	0.28951	0.34405	0.35295
GO:0034123	positive regulation of toll-like receptor signaling pathway	0.3563	0.01013	0.4538	0.35058	0.22963	1	0.34778	0.10519	0.35542	0.37056	0.353
GO:1901654	response to ketone	0.162	0.19744	0.7081	0.52152	0.51415	0.20377	0.10655	0.50338	0.66105	0.02256	0.353575
GO:0006259	DNA metabolic process	0.2207	0.37134	0.2903	0.69434	0.19796	0.21496	0.61577	0.33618	0.71984	0.56327	0.35376
GO:0051480	regulation of cytosolic calcium ion concentration	0.3461	0.50146	0.2193	0.19035	0.36172	0.42179	0.29408	0.24645	0.3659	0.53739	0.35391
GO:0050794	regulation of cellular process	0.0194	0.55167	0.5607	0.67875	0.64576	0.23498	0.07553	0.26087	0.15244	0.44732	0.354095
GO:0007424	open tracheal system development	0.3709	0.42591	0.211	0.28911	0.41473	0.39178	0.33779	0.50737	0.32874	0.16171	0.354345
GO:0043408	regulation of MAPK cascade	0.5348	0.0851	0.1148	0.17916	0.82112	0.06645	0.46503	0.88978	0.43899	0.26975	0.35437
GO:0005976	polysaccharide metabolic process	0.3655	0.3114	0.3436	0.16465	0.54375	0.12906	0.25942	0.57184	0.53849	0.44588	0.35455
GO:0044264	cellular polysaccharide metabolic process	0.3655	0.3114	0.3436	0.16465	0.54375	0.12906	0.25942	0.57184	0.53849	0.44588	0.35455
GO:0001744	optic lobe placode formation	NA	0.27991	NA	NA	NA	0.42926	NA	NA	NA	NA	0.354585
GO:0060788	ectodermal placode formation	NA	0.27991	NA	NA	NA	0.42926	NA	NA	NA	NA	0.354585
GO:0071696	ectodermal placode development	NA	0.27991	NA	NA	NA	0.42926	NA	NA	NA	NA	0.354585
GO:0071697	ectodermal placode morphogenesis	NA	0.27991	NA	NA	NA	0.42926	NA	NA	NA	NA	0.354585
GO:0006346	methylation-dependent chromatin silencing	0.4287	0.43768	0.2018	0.30132	0.39137	0.24871	0.41335	0.30897	0.3181	0.39672	0.354735
GO:0090308	regulation of methylation-dependent chromatin silencing	0.4287	0.43768	0.2018	0.30132	0.39137	0.24871	0.41335	0.30897	0.3181	0.39672	0.354735
GO:0090309	positive regulation of methylation-dependent chromatin silencing	0.4287	0.43768	0.2018	0.30132	0.39137	0.24871	0.41335	0.30897	0.3181	0.39672	0.354735
GO:0016079	synaptic vesicle exocytosis	0.2847	0.46251	0.8846	0.54579	0.41466	0.29492	0.07692	0.59229	0.00973	0.04859	0.35479
GO:0006304	DNA modification	0.5708	0.51648	0.1694	0.33132	0.27435	0.27182	0.50719	0.24102	0.37835	0.50011	0.354835
GO:0043242	negative regulation of protein complex disassembly	0.7057	0.22855	0.3457	0.36225	0.19977	0.34775	0.44431	0.51566	0.52764	0.24872	0.355
GO:1901880	negative regulation of protein depolymerization	0.7057	0.22855	0.3457	0.36225	0.19977	0.34775	0.44431	0.51566	0.52764	0.24872	0.355
GO:0007350	blastoderm segmentation	0.141	0.25749	0.865	0.46678	0.59301	0.19673	0.21825	0.23748	0.52692	0.45283	0.35516
GO:2001235	positive regulation of apoptotic signaling pathway	0.8654	0.46802	0.4227	0.47775	0.11639	0.28901	0.84826	0.08238	0.20912	0.10454	0.355855
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.5391	0.69543	0.0475	0.04053	0.40873	0.69006	0.5736	0.22136	0.30476	0.23974	0.356745
GO:0032507	maintenance of protein location in cell	0.2638	0.25424	0.4529	0.6347	0.47941	0.44975	0.1887	0.53285	0.10828	0.16302	0.356775
GO:0071901	negative regulation of protein serine/threonine kinase activity	0.7224	0.29802	0.3039	0.41046	0.19678	0.29758	0.82374	0.15279	0.79021	0.90912	0.35718
GO:0042307	positive regulation of protein import into nucleus	0.5513	0.08323	0.4563	0.87859	0.21559	0.03648	0.56214	0.46131	0.25838	0.25394	0.35734
GO:1900182	positive regulation of protein localization to nucleus	0.5513	0.08323	0.4563	0.87859	0.21559	0.03648	0.56214	0.46131	0.25838	0.25394	0.35734
GO:1904591	positive regulation of protein import	0.5513	0.08323	0.4563	0.87859	0.21559	0.03648	0.56214	0.46131	0.25838	0.25394	0.35734
GO:0006625	protein targeting to peroxisome	0.3867	0.28555	0.0965	0.14283	0.50557	0.26788	0.37444	0.34049	0.48452	0.62622	0.357465
GO:0043574	peroxisomal transport	0.3867	0.28555	0.0965	0.14283	0.50557	0.26788	0.37444	0.34049	0.48452	0.62622	0.357465
GO:0072662	protein localization to peroxisome	0.3867	0.28555	0.0965	0.14283	0.50557	0.26788	0.37444	0.34049	0.48452	0.62622	0.357465
GO:0072663	establishment of protein localization to peroxisome	0.3867	0.28555	0.0965	0.14283	0.50557	0.26788	0.37444	0.34049	0.48452	0.62622	0.357465
GO:1903729	regulation of plasma membrane organization	0.0243	0.85187	0.3205	0.20274	0.39524	0.73117	0.01254	0.08273	0.73698	0.57455	0.35787
GO:0045184	establishment of protein localization	0.1348	0.38617	0.3111	0.18204	0.56844	0.33029	0.0889	0.41002	0.6584	0.81073	0.35823
GO:0016042	lipid catabolic process	0.395	0.32171	0.7157	0.59947	0.30353	0.27683	0.46105	0.4413	0.13614	0.12372	0.358355
GO:0010608	posttranscriptional regulation of gene expression	0.1263	0.81066	0.3246	0.48588	0.54553	0.86464	0.08984	0.02463	0.39368	0.1918	0.35914
GO:0007112	male meiosis cytokinesis	0.0097	0.32881	0.0403	0.03772	0.52706	0.48021	0.02334	0.38957	0.6016	0.497	0.35919
GO:0007600	sensory perception	0.462	0.56887	0.8021	0.22149	0.2205	0.47531	0.44563	0.10731	0.27402	0.22509	0.359825
GO:0007319	negative regulation of oskar mRNA translation	0.3928	0.50112	0.1911	0.08179	0.16966	0.30052	0.42735	0.32728	0.49091	0.46573	0.36004
GO:0031050	dsRNA fragmentation	0.72	0.17901	0.2479	0.23993	0.47229	0.10977	0.91209	0.1935	0.8206	0.67532	0.360095
GO:0043331	response to dsRNA	0.72	0.17901	0.2479	0.23993	0.47229	0.10977	0.91209	0.1935	0.8206	0.67532	0.360095
GO:0070918	production of small RNA involved in gene silencing by RNA	0.72	0.17901	0.2479	0.23993	0.47229	0.10977	0.91209	0.1935	0.8206	0.67532	0.360095
GO:0071359	cellular response to dsRNA	0.72	0.17901	0.2479	0.23993	0.47229	0.10977	0.91209	0.1935	0.8206	0.67532	0.360095
GO:0034970	histone H3-R2 methylation	NA	NA	NA	NA	NA	NA	NA	NA	0.34645	0.37457	0.36051
GO:0032011	ARF protein signal transduction	0.3481	0.24509	0.3736	0.51188	0.42683	0.34871	0.38147	0.4587	0.34707	0.34416	0.361155
GO:0080135	regulation of cellular response to stress	0.2802	0.1743	0.1758	0.49895	0.56752	0.07144	0.2761	0.81122	0.61721	0.44218	0.36119
GO:0043506	regulation of JUN kinase activity	0.178	0.62148	0.3584	0.30289	0.33022	0.55406	0.22647	0.36425	0.85139	0.75872	0.361325
GO:0010564	regulation of cell cycle process	0.1237	0.18429	0.6077	0.45613	0.41067	0.18187	0.08281	0.33406	0.65318	0.38879	0.361425
GO:0008544	epidermis development	0.1198	0.57697	0.769	0.85509	0.1893	0.3906	0.0639	0.24237	0.66995	0.33256	0.36158
GO:0045880	positive regulation of smoothened signaling pathway	0.1507	0.26809	0.4551	0.26878	0.64847	0.11046	0.16406	0.66736	0.58511	0.63876	0.36194
GO:0098754	detoxification	0.2574	0.3988	0.3844	0.43747	0.41047	0.3177	0.54573	0.33971	0.09049	0.1957	0.362055
GO:0030182	neuron differentiation	0.1193	0.38014	0.9492	0.57557	0.45022	0.24769	0.07331	0.44831	0.3441	0.26166	0.36212
GO:0071496	cellular response to external stimulus	0.1986	0.14426	0.0716	0.63827	0.44245	0.28205	0.19789	0.56447	0.49461	0.44237	0.36221
GO:0010959	regulation of metal ion transport	0.3319	0.88281	0.2508	0.16556	0.66447	0.69223	0.31416	0.47774	0.25938	0.39383	0.362865
GO:0007064	mitotic sister chromatid cohesion	0.5391	0.35761	0.1427	0.17613	0.07447	0.36821	0.53834	0.18342	0.37375	0.37637	0.36291
GO:0007217	tachykinin receptor signaling pathway	0.5892	NA	0.1387	0.09663	NA	NA	0.58975	NA	NA	NA	0.36395
GO:0036099	female germ-line stem cell population maintenance	0.2454	0.41392	0.5852	0.31414	0.52993	0.22768	0.1974	0.2586	0.41392	0.46679	0.36403
GO:0043388	positive regulation of DNA binding	0.2369	0.78338	0.0664	0.21581	0.21835	0.7884	0.6773	0.13602	0.49236	0.64792	0.36463
GO:0051099	positive regulation of binding	0.2369	0.78338	0.0664	0.21581	0.21835	0.7884	0.6773	0.13602	0.49236	0.64792	0.36463
GO:0043414	macromolecule methylation	0.5521	0.42025	0.3534	0.34754	0.35738	0.33568	0.37248	0.33656	0.45397	0.57656	0.36493
GO:0022900	electron transport chain	0.6135	0.08739	0.2516	0.16112	0.28813	0.04895	0.74494	0.48312	0.44386	0.48763	0.365995
GO:0006084	acetyl-CoA metabolic process	0.0956	0.33996	0.9047	0.93208	0.70255	0.34807	0.06793	0.38438	0.93291	0.19392	0.366225
GO:0003381	epithelial cell morphogenesis involved in gastrulation	0.7398	0.32927	0.0988	0.16874	0.26386	0.39846	0.7556	0.46175	0.64943	0.33425	0.366355
GO:0003384	apical constriction involved in gastrulation	0.7398	0.32927	0.0988	0.16874	0.26386	0.39846	0.7556	0.46175	0.64943	0.33425	0.366355
GO:0051960	regulation of nervous system development	0.3683	0.51155	0.3793	0.18016	0.43527	0.60767	0.3419	0.3672	0.20474	0.05452	0.36775
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.7483	0.50553	0.1122	0.048	0.41079	0.74202	0.7992	0.13858	0.32495	0.27013	0.36787
GO:0000038	very long-chain fatty acid metabolic process	0.3129	0.42288	0.271	0.26755	0.62694	0.4257	0.28897	0.618	0.28721	0.50512	0.36789
GO:0019226	transmission of nerve impulse	NA	NA	0.2291	0.27557	NA	NA	NA	NA	0.47247	0.46039	0.36798
GO:0035637	multicellular organismal signaling	NA	NA	0.2291	0.27557	NA	NA	NA	NA	0.47247	0.46039	0.36798
GO:0048260	positive regulation of receptor-mediated endocytosis	0.3749	0.36124	0.6315	0.82643	0.21446	0.29579	0.33805	0.18433	0.74183	0.73737	0.36807
GO:0031623	receptor internalization	0.2505	0.19586	0.2169	0.45425	0.37721	0.36025	0.3254	0.39753	0.7917	0.87303	0.36873
GO:0031345	negative regulation of cell projection organization	0.2696	0.66704	0.4287	0.3811	0.12423	0.51444	0.49696	0.1119	0.35681	0.12623	0.368955
GO:0050714	positive regulation of protein secretion	0.1297	0.3636	0.4629	0.49217	0.35032	0.37434	0.03421	0.13818	0.56593	0.53714	0.36897
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	0.3551	0.57936	0.3079	0.36172	0.29631	0.50991	0.60516	0.32726	0.37733	0.43279	0.369525
GO:0035099	hemocyte migration	0.5344	0.13656	0.3226	0.41686	0.74269	0.11972	0.44142	0.68439	0.21548	0.14548	0.36973
GO:0002064	epithelial cell development	0.437	0.56936	0.6651	0.64671	0.25496	0.65889	0.28105	0.06658	0.30253	0.12277	0.369765
GO:0060914	heart formation	NA	0.42593	0.3271	0.3845	0.2734	0.40949	NA	0.30036	0.35511	0.39071	0.369805
GO:0060070	canonical Wnt signaling pathway	0.1645	0.57752	0.6032	0.40669	0.64057	0.33321	0.23119	0.5507	0.18041	0.13267	0.36995
GO:0019953	sexual reproduction	0.5964	0.59284	0.4627	0.20511	0.22864	0.64316	0.45232	0.28795	0.14429	0.06025	0.370135
GO:0044703	multi-organism reproductive process	0.5964	0.59284	0.4627	0.20511	0.22864	0.64316	0.45232	0.28795	0.14429	0.06025	0.370135
GO:0006818	hydrogen transport	0.2972	0.05598	0.1765	0.46309	0.44313	0.02749	0.27004	0.83616	0.79666	0.77891	0.370165
GO:0033962	cytoplasmic mRNA processing body assembly	0.3552	0.35388	0.4036	0.59696	0.28026	0.1264	0.30137	0.38532	0.883	0.50553	0.37026
GO:0031648	protein destabilization	0.6711	0.37273	0.1631	0.10914	0.70648	0.36844	0.72451	0.68363	0.31298	0.29675	0.370585
GO:0007227	signal transduction downstream of smoothened	0.3765	NA	NA	NA	NA	NA	0.36472	NA	NA	NA	0.37061
GO:0007228	positive regulation of hh target transcription factor activity	0.3765	NA	NA	NA	NA	NA	0.36472	NA	NA	NA	0.37061
GO:0007619	courtship behavior	0.353	0.8562	0.3846	0.35747	0.99605	0.88243	0.26083	0.95241	0.28144	0.20546	0.371035
GO:0030716	oocyte fate determination	0.0944	0.38425	0.7606	0.72827	0.30864	0.3581	0.08593	0.30393	0.82604	0.70858	0.371175
GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.8961	0.33989	0.3267	0.36848	0.37405	0.6163	0.88602	0.18628	0.41926	0.1901	0.371265
GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.8961	0.33989	0.3267	0.36848	0.37405	0.6163	0.88602	0.18628	0.41926	0.1901	0.371265
GO:0032790	ribosome disassembly	0.5435	0.4312	0.2738	0.29494	0.51667	0.43263	0.54113	0.31149	0.20698	0.13179	0.371345
GO:0045747	positive regulation of Notch signaling pathway	0.2342	0.56157	0.4274	0.32259	0.51036	0.6379	0.08705	0.39107	0.3522	0.21882	0.371635
GO:0045732	positive regulation of protein catabolic process	0.1441	0.15357	0.3991	0.59747	0.34497	0.11087	0.1378	0.46907	0.98017	0.67683	0.372035
GO:0048863	stem cell differentiation	0.598	0.38354	0.1895	0.11354	0.40056	0.47857	0.36069	0.49874	0.1619	0.15848	0.372115
GO:0016060	metarhodopsin inactivation	0.9847	0.14559	0.2326	0.47839	0.56602	0.17469	0.98278	0.58759	0.17604	0.26586	0.372125
GO:0035209	pupal development	0.2861	0.80021	0.7806	0.52444	0.24273	0.61252	0.30322	0.44151	0.04296	0.09128	0.372365
GO:0007184	SMAD protein import into nucleus	0.0595	0.46228	0.2274	0.32735	0.517	0.46686	0.05069	0.41749	0.26844	0.45229	0.37242
GO:0061647	histone H3-K9 modification	0.214	0.7595	0.306	0.41446	0.19548	0.68448	0.33111	0.28456	0.66349	0.82792	0.372785
GO:0051222	positive regulation of protein transport	0.4068	0.09854	0.3712	0.79896	0.26294	0.0537	0.33278	0.37481	0.83258	0.62969	0.373005
GO:1904951	positive regulation of establishment of protein localization	0.4068	0.09854	0.3712	0.79896	0.26294	0.0537	0.33278	0.37481	0.83258	0.62969	0.373005
GO:0000042	protein targeting to Golgi	0.4403	0.3537	0.1235	0.24571	0.31289	0.28692	0.4116	0.39241	0.50194	0.44466	0.373055
GO:0034067	protein localization to Golgi apparatus	0.4403	0.3537	0.1235	0.24571	0.31289	0.28692	0.4116	0.39241	0.50194	0.44466	0.373055
GO:0072600	establishment of protein localization to Golgi	0.4403	0.3537	0.1235	0.24571	0.31289	0.28692	0.4116	0.39241	0.50194	0.44466	0.373055
GO:0048081	positive regulation of cuticle pigmentation	0.3027	0.62652	0.2662	0.29332	0.30949	0.55896	0.56143	0.61675	0.34525	0.40098	0.373115
GO:0048087	positive regulation of developmental pigmentation	0.3027	0.62652	0.2662	0.29332	0.30949	0.55896	0.56143	0.61675	0.34525	0.40098	0.373115
GO:0072661	protein targeting to plasma membrane	0.3027	0.62652	0.2662	0.29332	0.30949	0.55896	0.56143	0.61675	0.34525	0.40098	0.373115
GO:0009303	rRNA transcription	0.3225	0.42953	0.356	0.47119	0.55542	0.39087	0.2425	0.48492	0.25043	0.14279	0.373435
GO:0032259	methylation	0.4723	0.32324	0.3969	0.36326	0.25313	0.2995	0.39587	0.31764	0.38383	0.49782	0.373545
GO:0019184	nonribosomal peptide biosynthetic process	NA	0.44443	0.2723	0.36451	0.36543	0.43568	NA	0.33737	0.40004	0.38172	0.373575
GO:0009642	response to light intensity	0.6643	0.08897	0.1063	0.54485	0.37934	0.10825	0.47764	0.36833	0.17891	0.39663	0.373835
GO:0030423	targeting of mRNA for destruction involved in RNA interference	NA	NA	NA	NA	0.42626	NA	NA	0.32152	NA	NA	0.37389
GO:0048865	stem cell fate commitment	0.6243	0.22616	0.4857	0.3344	0.73951	0.29727	0.4134	0.68605	0.05573	0.03083	0.3739
GO:0045199	maintenance of epithelial cell apical/basal polarity	0.9201	0.65786	0.3119	0.26411	0.16325	0.43626	0.93934	0.17293	0.48649	0.14878	0.37408
GO:0035191	nuclear axial expansion	0.2459	0.20649	0.0941	0.41453	0.601	0.69549	0.2616	0.94551	0.71435	0.33425	0.37439
GO:0006885	regulation of pH	0.0211	0.54973	0.507	0.62716	0.31572	0.51431	0.02603	0.28093	0.43315	0.17922	0.374435
GO:0030004	cellular monovalent inorganic cation homeostasis	0.0211	0.54973	0.507	0.62716	0.31572	0.51431	0.02603	0.28093	0.43315	0.17922	0.374435
GO:0030641	regulation of cellular pH	0.0211	0.54973	0.507	0.62716	0.31572	0.51431	0.02603	0.28093	0.43315	0.17922	0.374435
GO:0055067	monovalent inorganic cation homeostasis	0.0211	0.54973	0.507	0.62716	0.31572	0.51431	0.02603	0.28093	0.43315	0.17922	0.374435
GO:0001306	age-dependent response to oxidative stress	NA	NA	0.2741	0.37472	NA	NA	0.96379	NA	NA	NA	0.37472
GO:0007571	age-dependent general metabolic decline	NA	NA	0.2741	0.37472	NA	NA	0.96379	NA	NA	NA	0.37472
GO:0001775	cell activation	0.7353	0.43667	0.1207	0.21147	0.2574	0.50267	0.7398	0.31281	0.75655	0.30005	0.37474
GO:0007111	meiosis II cytokinesis	0.1303	0.57664	0.3794	0.32668	0.63973	0.6991	0.27679	0.68581	0.15831	0.3705	0.37495
GO:0045477	regulation of nurse cell apoptotic process	0.4474	0.14193	0.3781	0.41177	0.08067	0.02796	0.37203	0.28786	0.53184	0.64288	0.375065
GO:1904748	regulation of apoptotic process involved in development	0.4474	0.14193	0.3781	0.41177	0.08067	0.02796	0.37203	0.28786	0.53184	0.64288	0.375065
GO:0035094	response to nicotine	0.7318	0.45031	0.3781	0.32155	0.15825	0.37783	0.75354	0.22171	0.37245	0.14668	0.37514
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.5543	0.39675	0.0881	0.02673	0.78891	0.21618	0.61385	0.81196	0.29136	0.35358	0.375165
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.5543	0.39675	0.0881	0.02673	0.78891	0.21618	0.61385	0.81196	0.29136	0.35358	0.375165
GO:0050807	regulation of synapse organization	0.5701	0.40574	0.396	0.35549	0.18742	0.48033	0.51475	0.31878	0.1864	0.10255	0.375745
GO:0009648	photoperiodism	0.4932	0.3719	0.1661	0.14244	0.62903	0.37966	0.51545	0.51716	0.14411	0.16567	0.37578
GO:0045664	regulation of neuron differentiation	0.2002	0.61669	0.1996	0.36601	0.87798	0.38676	0.31699	0.77102	0.58449	0.18187	0.376385
GO:0060099	"regulation of phagocytosis, engulfment"	0.369	0.90859	0.2301	0.20956	0.3945	0.91597	0.38398	0.30639	0.89942	0.33716	0.37649
GO:1905153	regulation of membrane invagination	0.369	0.90859	0.2301	0.20956	0.3945	0.91597	0.38398	0.30639	0.89942	0.33716	0.37649
GO:0048388	endosomal lumen acidification	0.2723	0.2951	0.3134	0.46919	0.43961	0.29464	0.29403	0.57969	0.56605	0.48538	0.376505
GO:0006305	DNA alkylation	0.5037	0.56102	0.1694	0.33132	0.37945	0.31996	0.52046	0.34109	0.37384	0.54021	0.376645
GO:0006306	DNA methylation	0.5037	0.56102	0.1694	0.33132	0.37945	0.31996	0.52046	0.34109	0.37384	0.54021	0.376645
GO:0044728	DNA methylation or demethylation	0.5037	0.56102	0.1694	0.33132	0.37945	0.31996	0.52046	0.34109	0.37384	0.54021	0.376645
GO:0045466	R7 cell differentiation	0.2279	0.10301	0.3691	0.36472	0.90332	0.22495	0.44045	0.85116	0.38472	0.61095	0.37691
GO:0043410	positive regulation of MAPK cascade	0.7474	0.0715	0.2159	0.31858	0.89606	0.04116	0.68939	0.96413	0.43532	0.29661	0.37695
GO:0010975	regulation of neuron projection development	0.3677	0.66759	0.3863	0.27845	0.54227	0.555	0.28938	0.31975	0.82742	0.28333	0.377
GO:0032784	"regulation of DNA-templated transcription, elongation"	0.1697	0.58172	0.398	0.20437	0.21482	0.56525	0.15126	0.35641	0.56276	0.64313	0.377205
GO:0051258	protein polymerization	0.3528	0.71474	0.6647	0.84414	0.26381	0.21811	0.12064	0.45579	0.40221	0.24424	0.377505
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.1857	0.37714	0.0228	0.14294	0.57136	0.56268	0.18937	0.45719	0.37831	0.51501	0.377725
GO:0033993	response to lipid	0.0632	0.26404	0.7081	0.52152	0.48581	0.29761	0.04821	0.45854	1	0.00747	0.378075
GO:0042445	hormone metabolic process	0.3381	0.515	0.5046	0.5686	0.3119	0.41808	0.27465	0.26595	0.31928	0.56237	0.37809
GO:0000226	microtubule cytoskeleton organization	0.4291	0.57933	0.2521	0.09079	0.18937	0.65565	0.32735	0.21236	0.83391	0.52304	0.378225
GO:0000412	histone peptidyl-prolyl isomerization	0.4393	0.5382	0.3202	0.2167	NA	0.49675	0.43631	NA	0.25148	0.31616	0.378255
GO:0007564	regulation of chitin-based cuticle tanning	0.8206	0.162	0.4482	0.43511	0.38727	0.13156	0.81725	0.36924	0.31987	0.31229	0.378255
GO:0042993	positive regulation of transcription factor import into nucleus	0.517	0.04332	0.6183	0.88459	0.23868	0.01794	0.52738	0.53501	0.20558	0.24048	0.37874
GO:0007265	Ras protein signal transduction	0.3083	0.43726	0.2429	0.30683	0.46881	0.10042	0.32053	0.46736	0.64305	0.51212	0.378895
GO:0022604	regulation of cell morphogenesis	0.0728	0.46003	0.2809	0.60268	0.46857	0.38593	0.25816	0.37362	0.45665	0.13563	0.379775
GO:0009566	fertilization	0.433	0.69066	0.1168	0.14049	0.01313	0.73399	0.32721	0.05687	0.84138	0.43736	0.380105
GO:0006979	response to oxidative stress	0.3162	0.43499	0.3356	0.73194	0.37781	0.33545	0.50819	0.49334	0.38311	0.23719	0.38046
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.454	0.14892	0.2001	0.10912	0.30694	0.15605	0.49017	0.58941	0.94406	0.88339	0.38047
GO:0033500	carbohydrate homeostasis	0.25	0.27668	0.3106	0.26941	0.83512	0.23288	0.45044	0.82847	0.87338	0.77372	0.38052
GO:0051341	regulation of oxidoreductase activity	0.3972	NA	NA	NA	NA	NA	0.36412	NA	NA	NA	0.38066
GO:0007088	regulation of mitotic nuclear division	0.107	0.04341	0.5403	0.64694	0.37856	0.01589	0.04335	0.77571	0.58685	0.38283	0.380695
GO:0006011	UDP-glucose metabolic process	0.3304	0.66674	0.3325	0.42921	0.08751	0.65665	0.29534	0.09046	0.87371	0.88401	0.380855
GO:0018992	germ-line sex determination	0.4312	0.59851	0.1645	0.33069	0.10873	0.58206	0.45866	0.09001	0.54853	0.27482	0.380945
GO:0032196	transposition	0.902	0.30222	0.4185	0.27946	0.84157	0.34375	0.44521	0.81817	0.22104	0.12333	0.381125
GO:0006308	DNA catabolic process	NA	0.51418	0.7411	0.84584	0.14006	0.58867	NA	0.17442	0.24923	0.18905	0.381705
GO:0048042	regulation of post-mating oviposition	0.5312	0.2559	0.4438	0.44478	0.36796	0.32327	0.71378	0.39603	0.03409	0.03181	0.381995
GO:0060403	post-mating oviposition	0.5312	0.2559	0.4438	0.44478	0.36796	0.32327	0.71378	0.39603	0.03409	0.03181	0.381995
GO:0055092	sterol homeostasis	0.3651	0.55885	0.3998	0.36523	0.68162	0.61899	0.35656	0.9707	0.1731	0.07345	0.382515
GO:0030162	regulation of proteolysis	0.4925	0.44973	0.1458	0.35517	0.25618	0.22507	0.41187	0.3286	0.76066	0.49729	0.38352
GO:0031098	stress-activated protein kinase signaling cascade	0.5216	0.24672	0.1762	0.52067	0.64716	0.10131	0.57507	0.85207	0.12499	0.06793	0.383695
GO:0015833	peptide transport	0.1767	0.56146	0.2526	0.11037	0.42502	0.4862	0.10499	0.34256	0.53824	0.67496	0.38379
GO:0009187	cyclic nucleotide metabolic process	0.3796	0.18439	0.3539	0.38806	0.1958	0.59023	0.39695	0.17493	0.64798	0.58286	0.38383
GO:0044262	cellular carbohydrate metabolic process	0.6355	0.3416	0.8348	0.3285	0.85616	0.28621	0.28057	0.64094	0.42621	0.27564	0.383905
GO:0038066	p38MAPK cascade	0.3784	0.1469	0.3902	0.62232	0.10161	0.07997	0.67614	0.08064	0.50494	0.6266	0.3843
GO:1900744	regulation of p38MAPK cascade	0.3784	0.1469	0.3902	0.62232	0.10161	0.07997	0.67614	0.08064	0.50494	0.6266	0.3843
GO:0006007	glucose catabolic process	NA	0.45467	0.2546	0.27356	0.31434	0.49207	NA	0.49813	NA	NA	0.384505
GO:0046058	cAMP metabolic process	0.4786	0.26355	0.2795	0.27962	0.29847	0.72114	0.47064	0.27254	0.74695	0.68914	0.384555
