### Enriched GO terms for convergently expressed genes in leg samples
# GO.ID = GO term ID
# Term = GO term description
# GSEA = Gene set enrichment analysis p-value 
GO.ID	Term	GSEA
GO:0051294	establishment of spindle orientation	0.185
GO:0043624	cellular protein complex disassembly	0.1857
GO:0043241	protein complex disassembly	0.1861
GO:1900073	regulation of neuromuscular synaptic transmission	0.1863
GO:0014013	regulation of gliogenesis	0.1865
GO:0014009	glial cell proliferation	0.1865
GO:0060251	regulation of glial cell proliferation	0.1865
GO:0007362	terminal region determination	0.1866
GO:0045792	negative regulation of cell size	0.1871
GO:0000910	cytokinesis	0.1876
GO:0007293	germarium-derived egg chamber formation	0.1879
GO:0043524	negative regulation of neuron apoptotic process	0.1879
GO:0022414	reproductive process	0.1883
GO:0007346	regulation of mitotic cell cycle	0.1886
GO:0071560	cellular response to transforming growth factor beta stimulus	0.1888
GO:0071559	response to transforming growth factor beta	0.1888
GO:0006259	DNA metabolic process	0.1889
GO:0006793	phosphorus metabolic process	0.189
GO:0016348	imaginal disc-derived leg joint morphogenesis	0.1895
GO:1903008	organelle disassembly	0.1895
GO:2001044	regulation of integrin-mediated signaling pathway	0.1896
GO:2001046	positive regulation of integrin-mediated signaling pathway	0.1896
GO:0060250	germ-line stem-cell niche homeostasis	0.1901
GO:0030154	cell differentiation	0.1903
GO:0043112	receptor metabolic process	0.1917
GO:0048609	multicellular organismal reproductive process	0.1919
GO:0032388	positive regulation of intracellular transport	0.1936
GO:0035002	liquid clearance; open tracheal system	0.1952
GO:0035186	syncytial blastoderm mitotic cell cycle	0.1952
GO:0033301	cell cycle comprising mitosis without cytokinesis	0.1952
GO:0051179	localization	0.1966
GO:0009584	detection of visible light	0.1969
GO:0007615	anesthesia-resistant memory	0.197
GO:1902904	negative regulation of supramolecular fiber organization	0.1973
GO:0045977	positive regulation of mitotic cell cycle; embryonic	0.1979
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.198
GO:0043062	extracellular structure organization	0.1985
GO:1902589	single-organism organelle organization	0.1992
GO:0051051	negative regulation of transport	0.2
GO:0045610	regulation of hemocyte differentiation	0.2009
GO:0040023	establishment of nucleus localization	0.2012
GO:0034333	adherens junction assembly	0.2012
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	0.2013
GO:0060548	negative regulation of cell death	0.2014
GO:0007350	blastoderm segmentation	0.2028
GO:0043043	peptide biosynthetic process	0.2031
GO:0042127	regulation of cell proliferation	0.2031
GO:0006364	rRNA processing	0.2033
GO:0007127	meiosis I	0.2035
GO:0034762	regulation of transmembrane transport	0.2036
GO:0034764	positive regulation of transmembrane transport	0.2036
GO:0034765	regulation of ion transmembrane transport	0.2036
GO:0034767	positive regulation of ion transmembrane transport	0.2036
GO:0043270	positive regulation of ion transport	0.2036
GO:1904062	regulation of cation transmembrane transport	0.2036
GO:1904064	positive regulation of cation transmembrane transport	0.2036
GO:1903312	negative regulation of mRNA metabolic process	0.204
GO:0050686	negative regulation of mRNA processing	0.204
GO:0048025	negative regulation of mRNA splicing; via spliceosome	0.204
GO:0051304	chromosome separation	0.2052
GO:0003402	planar cell polarity pathway involved in axis elongation	0.2057
GO:0060439	trachea morphogenesis	0.2058
GO:0048167	regulation of synaptic plasticity	0.206
GO:0030241	skeletal muscle myosin thick filament assembly	0.2066
GO:0071688	striated muscle myosin thick filament assembly	0.2066
GO:0008306	associative learning	0.207
GO:0048863	stem cell differentiation	0.2075
GO:0019731	antibacterial humoral response	0.2081
GO:0007110	meiosis I cytokinesis	0.2082
GO:0007111	meiosis II cytokinesis	0.2082
GO:0001666	response to hypoxia	0.2082
GO:0036293	response to decreased oxygen levels	0.2082
GO:0065003	macromolecular complex assembly	0.2083
GO:0008363	larval chitin-based cuticle development	0.2086
GO:0051049	regulation of transport	0.2092
GO:0000422	mitophagy	0.2094
GO:0061726	mitochondrion disassembly	0.2094
GO:1901990	regulation of mitotic cell cycle phase transition	0.2099
GO:1901987	regulation of cell cycle phase transition	0.2099
GO:1901137	carbohydrate derivative biosynthetic process	0.2108
GO:0090175	regulation of establishment of planar polarity	0.2108
GO:1903578	regulation of ATP metabolic process	0.2112
GO:0010638	positive regulation of organelle organization	0.2118
GO:0035330	regulation of hippo signaling	0.2128
GO:0044331	cell-cell adhesion mediated by cadherin	0.2128
GO:0006541	glutamine metabolic process	0.2129
GO:0032008	positive regulation of TOR signaling	0.2136
GO:0001178	regulation of transcriptional start site selection at RNA polymerase II promoter	0.2138
GO:0006626	protein targeting to mitochondrion	0.2143
GO:0070585	protein localization to mitochondrion	0.2143
GO:0072655	establishment of protein localization to mitochondrion	0.2143
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.2145
GO:0035152	regulation of tube architecture; open tracheal system	0.2148
GO:0048469	cell maturation	0.215
GO:0044786	cell cycle DNA replication	0.2151
GO:0046425	regulation of JAK-STAT cascade	0.2152
GO:1904892	regulation of STAT cascade	0.2152
GO:0007619	courtship behavior	0.2153
GO:0000288	nuclear-transcribed mRNA catabolic process; deadenylation-dependent decay	0.2161
GO:0044271	cellular nitrogen compound biosynthetic process	0.2165
GO:0046889	positive regulation of lipid biosynthetic process	0.2167
GO:0035282	segmentation	0.217
GO:0043604	amide biosynthetic process	0.2176
GO:0006511	ubiquitin-dependent protein catabolic process	0.2182
GO:0019941	modification-dependent protein catabolic process	0.2182
GO:0046486	glycerolipid metabolic process	0.219
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.2202
GO:0003383	apical constriction	0.222
GO:0030100	regulation of endocytosis	0.2222
GO:0061640	cytoskeleton-dependent cytokinesis	0.2223
GO:0006406	mRNA export from nucleus	0.2225
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	0.2225
GO:0016320	endoplasmic reticulum membrane fusion	0.2227
GO:0043408	regulation of MAPK cascade	0.2229
GO:0002699	positive regulation of immune effector process	0.2238
GO:0002922	positive regulation of humoral immune response	0.2238
GO:0002225	positive regulation of antimicrobial peptide production	0.2238
GO:0002760	positive regulation of antimicrobial humoral response	0.2238
GO:0002702	positive regulation of production of molecular mediator of immune response	0.2238
GO:0019432	triglyceride biosynthetic process	0.2239
GO:0007006	mitochondrial membrane organization	0.2243
GO:0008358	maternal determination of anterior/posterior axis; embryo	0.2246
GO:0007314	oocyte anterior/posterior axis specification	0.2246
GO:0043484	regulation of RNA splicing	0.2246
GO:0050684	regulation of mRNA processing	0.2246
GO:0070050	neuron cellular homeostasis	0.2247
GO:0043277	apoptotic cell clearance	0.2251
GO:0000018	regulation of DNA recombination	0.2256
GO:0070482	response to oxygen levels	0.2257
GO:0046716	muscle cell cellular homeostasis	0.2263
GO:0098656	anion transmembrane transport	0.2277
GO:0070972	protein localization to endoplasmic reticulum	0.2281
GO:0003012	muscle system process	0.2283
GO:0016310	phosphorylation	0.2285
GO:0070252	actin-mediated cell contraction	0.229
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.2291
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	0.2291
GO:0046666	retinal cell programmed cell death	0.2298
GO:0019222	regulation of metabolic process	0.2315
GO:0097305	response to alcohol	0.2317
GO:0007635	chemosensory behavior	0.2318
GO:0031638	zymogen activation	0.2325
GO:1901215	negative regulation of neuron death	0.234
GO:0032386	regulation of intracellular transport	0.2344
GO:0060255	regulation of macromolecule metabolic process	0.2346
GO:0045500	sevenless signaling pathway	0.2351
GO:0008049	male courtship behavior	0.2367
GO:1903035	negative regulation of response to wounding	0.2378
GO:0033045	regulation of sister chromatid segregation	0.2378
GO:0051983	regulation of chromosome segregation	0.2378
GO:0051704	multi-organism process	0.2381
GO:0030071	regulation of mitotic metaphase/anaphase transition	0.2381
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.2381
GO:0035150	regulation of tube size	0.2392
GO:0006206	pyrimidine nucleobase metabolic process	0.2401
GO:0008090	retrograde axonal transport	0.2401
GO:0007613	memory	0.2417
GO:0002244	hematopoietic progenitor cell differentiation	0.2417
GO:0032011	ARF protein signal transduction	0.2417
GO:0060218	hematopoietic stem cell differentiation	0.2417
GO:1901532	regulation of hematopoietic progenitor cell differentiation	0.2417
GO:1902036	regulation of hematopoietic stem cell differentiation	0.2417
GO:0098529	neuromuscular junction development; skeletal muscle fiber	0.2419
GO:0014866	skeletal myofibril assembly	0.242
GO:0009889	regulation of biosynthetic process	0.2422
GO:0031326	regulation of cellular biosynthetic process	0.2422
GO:2000425	regulation of apoptotic cell clearance	0.2422
GO:2000427	positive regulation of apoptotic cell clearance	0.2422
GO:0042023	DNA endoreduplication	0.2429
GO:0031038	myosin II filament organization	0.2431
GO:0009642	response to light intensity	0.2434
GO:0016062	adaptation of rhodopsin mediated signaling	0.2434
GO:0023058	adaptation of signaling pathway	0.2434
GO:0036367	light adaption	0.2434
GO:0009953	dorsal/ventral pattern formation	0.2438
GO:1901991	negative regulation of mitotic cell cycle phase transition	0.2445
GO:1901988	negative regulation of cell cycle phase transition	0.2445
GO:0070633	transepithelial transport	0.2447
GO:0042045	epithelial fluid transport	0.2447
GO:0016318	ommatidial rotation	0.2447
GO:0042307	positive regulation of protein import into nucleus	0.2453
GO:1904591	positive regulation of protein import	0.2453
GO:1900182	positive regulation of protein localization to nucleus	0.2453
GO:0007005	mitochondrion organization	0.2454
GO:0001522	pseudouridine synthesis	0.2462
GO:0030198	extracellular matrix organization	0.2463
GO:0007076	mitotic chromosome condensation	0.2471
GO:0061024	membrane organization	0.2472
GO:0006399	tRNA metabolic process	0.2486
GO:0098542	defense response to other organism	0.2488
GO:0080135	regulation of cellular response to stress	0.2491
GO:0002833	positive regulation of response to biotic stimulus	0.2493
GO:0046595	establishment of pole plasm mRNA localization	0.2494
GO:0009649	entrainment of circadian clock	0.2497
GO:1902533	positive regulation of intracellular signal transduction	0.2501
GO:0009895	negative regulation of catabolic process	0.2505
GO:0043632	modification-dependent macromolecule catabolic process	0.2506
GO:0036099	female germ-line stem cell population maintenance	0.2509
GO:0007625	grooming behavior	0.2513
GO:0015696	ammonium transport	0.2515
GO:0019722	calcium-mediated signaling	0.2517
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.2525
GO:1901186	positive regulation of ERBB signaling pathway	0.2533
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	0.2533
GO:0070646	protein modification by small protein removal	0.2535
GO:0045732	positive regulation of protein catabolic process	0.2536
GO:0022607	cellular component assembly	0.2542
GO:0007562	eclosion	0.2544
GO:0043069	negative regulation of programmed cell death	0.2556
GO:0000380	alternative mRNA splicing; via spliceosome	0.2566
GO:0000381	regulation of alternative mRNA splicing; via spliceosome	0.2566
GO:0042337	cuticle development involved in chitin-based cuticle molting cycle	0.2567
GO:0044773	mitotic DNA damage checkpoint	0.2574
GO:0044774	mitotic DNA integrity checkpoint	0.2574
GO:0006310	DNA recombination	0.2579
GO:0035203	regulation of lamellocyte differentiation	0.2579
GO:0035204	negative regulation of lamellocyte differentiation	0.2579
GO:0045611	negative regulation of hemocyte differentiation	0.2579
GO:0045613	regulation of plasmatocyte differentiation	0.2579
GO:0045614	negative regulation of plasmatocyte differentiation	0.2579
GO:0048581	negative regulation of post-embryonic development	0.2579
GO:0048070	regulation of developmental pigmentation	0.2581
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	0.2582
GO:0030041	actin filament polymerization	0.2596
GO:0008344	adult locomotory behavior	0.2601
GO:0035159	regulation of tube length; open tracheal system	0.2606
GO:0007599	hemostasis	0.261
GO:0050817	coagulation	0.261
GO:0042381	hemolymph coagulation	0.261
GO:0043297	apical junction assembly	0.2619
GO:0034728	nucleosome organization	0.2624
GO:0050794	regulation of cellular process	0.2626
GO:0035272	exocrine system development	0.2634
GO:0007431	salivary gland development	0.2634
GO:0016199	axon midline choice point recognition	0.2635
GO:0072528	pyrimidine-containing compound biosynthetic process	0.2641
GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.2646
GO:0043242	negative regulation of protein complex disassembly	0.265
GO:1901880	negative regulation of protein depolymerization	0.265
GO:0006355	regulation of transcription; DNA-templated	0.2664
GO:2001141	regulation of RNA biosynthetic process	0.2664
GO:1903506	regulation of nucleic acid-templated transcription	0.2664
GO:0042493	response to drug	0.2668
GO:0007095	mitotic G2 DNA damage checkpoint	0.2672
GO:0044818	mitotic G2/M transition checkpoint	0.2672
GO:1902750	negative regulation of cell cycle G2/M phase transition	0.2672
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.2672
GO:0031572	G2 DNA damage checkpoint	0.2672
GO:0045879	negative regulation of smoothened signaling pathway	0.2681
GO:0051494	negative regulation of cytoskeleton organization	0.2681
GO:0006865	amino acid transport	0.2688
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	0.2692
GO:0051984	positive regulation of chromosome segregation	0.2692
GO:1901970	positive regulation of mitotic sister chromatid separation	0.2692
GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	0.2692
GO:1905820	positive regulation of chromosome separation	0.2692
GO:0045927	positive regulation of growth	0.2696
GO:0007097	nuclear migration	0.2697
GO:0006812	cation transport	0.2703
GO:0010454	negative regulation of cell fate commitment	0.2707
GO:0009451	RNA modification	0.2708
GO:0006897	endocytosis	0.2709
GO:0031401	positive regulation of protein modification process	0.2724
GO:0007610	behavior	0.2728
GO:0010950	positive regulation of endopeptidase activity	0.2735
GO:0010952	positive regulation of peptidase activity	0.2735
GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.2735
GO:0031347	regulation of defense response	0.2739
GO:1903828	negative regulation of cellular protein localization	0.274
GO:0042332	gravitaxis	0.2758
GO:0009629	response to gravity	0.2758
GO:1905881	positive regulation of oogenesis	0.2759
GO:2000243	positive regulation of reproductive process	0.2759
GO:0032989	cellular component morphogenesis	0.2763
GO:0045787	positive regulation of cell cycle	0.2768
GO:0030177	positive regulation of Wnt signaling pathway	0.2769
GO:0008105	asymmetric protein localization	0.2772
GO:0032465	regulation of cytokinesis	0.2776
GO:0009967	positive regulation of signal transduction	0.2784
GO:0042325	regulation of phosphorylation	0.2787
GO:0035026	leading edge cell differentiation	0.2788
GO:0046663	dorsal closure; leading edge cell differentiation	0.2788
GO:0007424	open tracheal system development	0.2791
GO:0007220	Notch receptor processing	0.2796
GO:0030048	actin filament-based movement	0.2803
GO:0006023	aminoglycan biosynthetic process	0.2806
GO:0007052	mitotic spindle organization	0.2809
GO:0046620	regulation of organ growth	0.2826
GO:0015766	disaccharide transport	0.284
GO:0015771	trehalose transport	0.284
GO:0015772	oligosaccharide transport	0.284
GO:0006140	regulation of nucleotide metabolic process	0.2846
GO:1900542	regulation of purine nucleotide metabolic process	0.2846
GO:0044088	regulation of vacuole organization	0.2855
GO:0044090	positive regulation of vacuole organization	0.2855
GO:1901096	regulation of autophagosome maturation	0.2855
GO:1901098	positive regulation of autophagosome maturation	0.2855
GO:0038202	TORC1 signaling	0.2856
GO:0048864	stem cell development	0.2857
GO:0006879	cellular iron ion homeostasis	0.2859
GO:0019220	regulation of phosphate metabolic process	0.2862
GO:0051174	regulation of phosphorus metabolic process	0.2862
GO:0090407	organophosphate biosynthetic process	0.2866
GO:0006338	chromatin remodeling	0.2866
GO:0048079	regulation of cuticle pigmentation	0.2867
GO:0003382	epithelial cell morphogenesis	0.2867
GO:0044093	positive regulation of molecular function	0.2875
GO:0006790	sulfur compound metabolic process	0.2878
GO:0048278	vesicle docking	0.2878
GO:0006904	vesicle docking involved in exocytosis	0.2878
GO:0045840	positive regulation of mitotic nuclear division	0.2907
GO:0051785	positive regulation of nuclear division	0.2907
GO:0045571	negative regulation of imaginal disc growth	0.2908
GO:0051258	protein polymerization	0.2926
GO:0014016	neuroblast differentiation	0.2927
GO:1900037	regulation of cellular response to hypoxia	0.2931
GO:1900038	negative regulation of cellular response to hypoxia	0.2931
GO:0006644	phospholipid metabolic process	0.2932
GO:0035090	maintenance of apical/basal cell polarity	0.2934
GO:0060538	skeletal muscle organ development	0.2937
GO:0006970	response to osmotic stress	0.2941
GO:0042048	olfactory behavior	0.2943
GO:0048067	cuticle pigmentation	0.2945
GO:0016081	synaptic vesicle docking	0.2966
GO:0051338	regulation of transferase activity	0.2969
GO:0071824	protein-DNA complex subunit organization	0.2969
GO:0044802	single-organism membrane organization	0.2971
GO:0007608	sensory perception of smell	0.2973
GO:0043066	negative regulation of apoptotic process	0.2978
GO:0006890	retrograde vesicle-mediated transport; Golgi to ER	0.2981
GO:0030514	negative regulation of BMP signaling pathway	0.2987
GO:0098754	detoxification	0.2991
GO:1902115	regulation of organelle assembly	0.2992
GO:0044272	sulfur compound biosynthetic process	0.2993
GO:0033227	dsRNA transport	0.2994
GO:0010468	regulation of gene expression	0.2997
GO:0051261	protein depolymerization	0.3
GO:0007400	neuroblast fate determination	0.3001
GO:0014017	neuroblast fate commitment	0.3001
GO:0042693	muscle cell fate commitment	0.3001
GO:0044839	cell cycle G2/M phase transition	0.3004
GO:0051303	establishment of chromosome localization	0.301
GO:0050000	chromosome localization	0.301
GO:0071840	cellular component organization or biogenesis	0.3011
GO:0031396	regulation of protein ubiquitination	0.3023
GO:0045665	negative regulation of neuron differentiation	0.3028
GO:1990778	protein localization to cell periphery	0.3031
GO:0006468	protein phosphorylation	0.3033
GO:1905330	regulation of morphogenesis of an epithelium	0.3034
GO:0022406	membrane docking	0.3036
GO:0044273	sulfur compound catabolic process	0.3037
GO:0042676	compound eye cone cell fate commitment	0.3044
GO:0007098	centrosome cycle	0.3045
GO:0045471	response to ethanol	0.3046
GO:0042254	ribosome biogenesis	0.3049
GO:0046532	regulation of photoreceptor cell differentiation	0.306
GO:0030001	metal ion transport	0.3065
GO:0030708	germarium-derived female germ-line cyst encapsulation	0.3089
GO:0048139	female germ-line cyst encapsulation	0.3089
GO:0090316	positive regulation of intracellular protein transport	0.3105
GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.3109
GO:0000086	G2/M transition of mitotic cell cycle	0.3109
GO:1902749	regulation of cell cycle G2/M phase transition	0.3109
GO:0016311	dephosphorylation	0.311
GO:0043038	amino acid activation	0.3113
GO:0043039	tRNA aminoacylation	0.3113
GO:0006418	tRNA aminoacylation for protein translation	0.3113
GO:0042060	wound healing	0.3124
GO:0043092	L-amino acid import	0.3137
GO:0044341	sodium-dependent phosphate transport	0.3137
GO:0051938	L-glutamate import	0.3137
GO:0006471	protein ADP-ribosylation	0.3138
GO:0046328	regulation of JNK cascade	0.315
GO:0016578	histone deubiquitination	0.3153
GO:0030859	polarized epithelial cell differentiation	0.3158
GO:0045198	establishment of epithelial cell apical/basal polarity	0.3158
GO:0008284	positive regulation of cell proliferation	0.3166
GO:0051445	regulation of meiotic cell cycle	0.317
GO:0044281	small molecule metabolic process	0.3176
GO:0000963	mitochondrial RNA processing	0.3193
GO:0048388	endosomal lumen acidification	0.3198
GO:0007035	vacuolar acidification	0.3198
GO:0007009	plasma membrane organization	0.3198
GO:0007274	neuromuscular synaptic transmission	0.3204
GO:0050908	detection of light stimulus involved in visual perception	0.3208
GO:0007166	cell surface receptor signaling pathway	0.321
GO:0051641	cellular localization	0.3212
GO:0030178	negative regulation of Wnt signaling pathway	0.3215
GO:0043044	ATP-dependent chromatin remodeling	0.3216
GO:0048732	gland development	0.3216
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	0.3219
GO:0007029	endoplasmic reticulum organization	0.3221
GO:0006415	translational termination	0.323
GO:0030163	protein catabolic process	0.3232
GO:0044257	cellular protein catabolic process	0.3233
GO:0051603	proteolysis involved in cellular protein catabolic process	0.3233
GO:0050804	modulation of synaptic transmission	0.3238
GO:0030042	actin filament depolymerization	0.3239
GO:0060967	negative regulation of gene silencing by RNA	0.3242
GO:0007460	R8 cell fate commitment	0.3242
GO:2001235	positive regulation of apoptotic signaling pathway	0.3242
GO:0042810	pheromone metabolic process	0.3243
GO:0042811	pheromone biosynthetic process	0.3243
GO:0030497	fatty acid elongation	0.3243
GO:0017148	negative regulation of translation	0.3244
GO:0006518	peptide metabolic process	0.3247
GO:0010212	response to ionizing radiation	0.3256
GO:0009880	embryonic pattern specification	0.3262
GO:0033108	mitochondrial respiratory chain complex assembly	0.3264
GO:0007603	phototransduction; visible light	0.3266
GO:0006650	glycerophospholipid metabolic process	0.3267
GO:0008219	cell death	0.3267
GO:0006091	generation of precursor metabolites and energy	0.327
GO:0035383	thioester metabolic process	0.3272
GO:0006637	acyl-CoA metabolic process	0.3272
GO:1903320	regulation of protein modification by small protein conjugation or removal	0.3283
GO:0032102	negative regulation of response to external stimulus	0.3294
GO:1903707	negative regulation of hemopoiesis	0.3295
GO:0010883	regulation of lipid storage	0.3306
GO:0042386	hemocyte differentiation	0.3315
GO:0048138	germ-line cyst encapsulation	0.3316
GO:0019725	cellular homeostasis	0.332
GO:0006325	chromatin organization	0.3324
GO:0048468	cell development	0.3324
GO:0000077	DNA damage checkpoint	0.3327
GO:0031570	DNA integrity checkpoint	0.3327
GO:0032272	negative regulation of protein polymerization	0.3332
GO:0016573	histone acetylation	0.3333
GO:0030011	maintenance of cell polarity	0.3336
GO:0045465	R8 cell differentiation	0.3341
GO:0060341	regulation of cellular localization	0.3361
GO:0002807	positive regulation of antimicrobial peptide biosynthetic process	0.3362
GO:0010823	negative regulation of mitochondrion organization	0.3368
GO:0060438	trachea development	0.3371
GO:0000165	MAPK cascade	0.3372
GO:0023014	signal transduction by protein phosphorylation	0.3372
GO:0051272	positive regulation of cellular component movement	0.3376
GO:0098657	import into cell	0.3379
GO:0046112	nucleobase biosynthetic process	0.3382
GO:0072599	establishment of protein localization to endoplasmic reticulum	0.3384
GO:0045047	protein targeting to ER	0.3384
GO:0043086	negative regulation of catalytic activity	0.3389
GO:0046596	regulation of viral entry into host cell	0.3389
GO:0046598	positive regulation of viral entry into host cell	0.3389
GO:0046622	positive regulation of organ growth	0.339
GO:0046467	membrane lipid biosynthetic process	0.3393
GO:0060541	respiratory system development	0.3396
GO:0006457	protein folding	0.3397
GO:0007315	pole plasm assembly	0.3403
GO:0046148	pigment biosynthetic process	0.3405
GO:0060284	regulation of cell development	0.3421
GO:0003333	amino acid transmembrane transport	0.3422
GO:0035019	somatic stem cell population maintenance	0.3422
GO:0043413	macromolecule glycosylation	0.3423
GO:0070085	glycosylation	0.3423
GO:0006486	protein glycosylation	0.3423
GO:0060361	flight	0.3423
GO:0022416	chaeta development	0.3426
GO:0046474	glycerophospholipid biosynthetic process	0.3428
GO:1900426	positive regulation of defense response to bacterium	0.344
GO:1990138	neuron projection extension	0.344
GO:0031163	metallo-sulfur cluster assembly	0.3459
GO:0016226	iron-sulfur cluster assembly	0.3459
GO:0010556	regulation of macromolecule biosynthetic process	0.3459
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.3459
GO:0009950	dorsal/ventral axis specification	0.3462
GO:0007131	reciprocal meiotic recombination	0.3472
GO:0035825	reciprocal DNA recombination	0.3472
GO:0046626	regulation of insulin receptor signaling pathway	0.3481
GO:1900076	regulation of cellular response to insulin stimulus	0.3481
GO:0045117	azole transport	0.3482
GO:2000027	regulation of organ morphogenesis	0.3482
GO:0016545	male courtship behavior; veined wing vibration	0.3487
GO:0048865	stem cell fate commitment	0.3487
GO:0048477	oogenesis	0.3488
GO:0000184	nuclear-transcribed mRNA catabolic process; nonsense-mediated decay	0.349
GO:0035206	regulation of hemocyte proliferation	0.3491
GO:0031349	positive regulation of defense response	0.3496
GO:0010035	response to inorganic substance	0.3498
GO:0006412	translation	0.3499
GO:0007292	female gamete generation	0.3505
GO:0060027	convergent extension involved in gastrulation	0.3509
GO:1903311	regulation of mRNA metabolic process	0.3515
GO:0009996	negative regulation of cell fate specification	0.3519
GO:0046533	negative regulation of photoreceptor cell differentiation	0.3519
GO:0006723	cuticle hydrocarbon biosynthetic process	0.3524
GO:0072507	divalent inorganic cation homeostasis	0.3529
GO:0046189	phenol-containing compound biosynthetic process	0.3535
GO:0016191	synaptic vesicle uncoating	0.3549
GO:0031122	cytoplasmic microtubule organization	0.3549
GO:0072318	clathrin coat disassembly	0.3549
GO:0072319	vesicle uncoating	0.3549
GO:0008593	regulation of Notch signaling pathway	0.3562
GO:0051235	maintenance of location	0.3575
GO:0019991	septate junction assembly	0.3584
GO:0042147	retrograde transport; endosome to Golgi	0.3584
GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.3586
GO:0032872	regulation of stress-activated MAPK cascade	0.3586
GO:0006367	transcription initiation from RNA polymerase II promoter	0.3587
GO:0006352	DNA-templated transcription; initiation	0.3587
GO:0007260	tyrosine phosphorylation of STAT protein	0.3592
GO:0007262	STAT protein import into nucleus	0.3592
GO:1901657	glycosyl compound metabolic process	0.3614
GO:0006638	neutral lipid metabolic process	0.3617
GO:0006639	acylglycerol metabolic process	0.3617
GO:0030510	regulation of BMP signaling pathway	0.3618
GO:0007219	Notch signaling pathway	0.363
GO:1902914	regulation of protein polyubiquitination	0.3636
GO:1902916	positive regulation of protein polyubiquitination	0.3636
GO:0045746	negative regulation of Notch signaling pathway	0.3638
GO:0055074	calcium ion homeostasis	0.3657
GO:0007632	visual behavior	0.3659
GO:0051646	mitochondrion localization	0.3661
GO:0046504	glycerol ether biosynthetic process	0.3663
GO:0008611	ether lipid biosynthetic process	0.3663
GO:0046485	ether lipid metabolic process	0.3663
GO:0097384	cellular lipid biosynthetic process	0.3663
GO:1901503	ether biosynthetic process	0.3663
GO:0045176	apical protein localization	0.3664
GO:0034645	cellular macromolecule biosynthetic process	0.3665
GO:0006261	DNA-dependent DNA replication	0.3668
GO:0019538	protein metabolic process	0.3668
GO:0051236	establishment of RNA localization	0.3671
GO:0015931	nucleobase-containing compound transport	0.3671
GO:0007135	meiosis II	0.3673
GO:0030722	establishment of oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	0.3675
GO:0007312	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	0.3675
GO:0051663	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	0.3675
GO:0051321	meiotic cell cycle	0.3677
GO:0007311	maternal specification of dorsal/ventral axis; oocyte; germ-line encoded	0.3692
GO:0060179	male mating behavior	0.3693
GO:0044765	single-organism transport	0.3693
GO:0050789	regulation of biological process	0.3695
GO:0031111	negative regulation of microtubule polymerization or depolymerization	0.3697
GO:0071902	positive regulation of protein serine/threonine kinase activity	0.3703
GO:0048580	regulation of post-embryonic development	0.3705
GO:0010675	regulation of cellular carbohydrate metabolic process	0.3714
GO:0010906	regulation of glucose metabolic process	0.3714
GO:1902578	single-organism localization	0.3714
GO:0043090	amino acid import	0.3715
GO:0035209	pupal development	0.3715
GO:0006826	iron ion transport	0.3717
GO:0055072	iron ion homeostasis	0.3717
GO:0048640	negative regulation of developmental growth	0.3728
GO:0072659	protein localization to plasma membrane	0.3733
GO:0007617	mating behavior	0.3737
GO:0006220	pyrimidine nucleotide metabolic process	0.3747
GO:0006221	pyrimidine nucleotide biosynthetic process	0.3747
GO:0006040	amino sugar metabolic process	0.3749
GO:1901071	glucosamine-containing compound metabolic process	0.3749
GO:0007043	cell-cell junction assembly	0.3749
GO:0035171	lamellocyte differentiation	0.3749
GO:0042387	plasmatocyte differentiation	0.3749
GO:0099131	ATP hydrolysis coupled ion transmembrane transport	0.3751
GO:0099132	ATP hydrolysis coupled cation transmembrane transport	0.3751
GO:0015991	ATP hydrolysis coupled proton transport	0.3751
GO:0015988	energy coupled proton transmembrane transport; against electrochemical gradient	0.3751
GO:0090662	ATP hydrolysis coupled transmembrane transport	0.3751
GO:0015718	monocarboxylic acid transport	0.3751
GO:0046661	male sex differentiation	0.3751
GO:0035172	hemocyte proliferation	0.3751
GO:0071168	protein localization to chromatin	0.3757
GO:0040016	embryonic cleavage	0.3767
GO:0070593	dendrite self-avoidance	0.3767
