### GO term enrichment for convergent genes in leg samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTpa_GSEA	toTge_GSEA	toTms_GSEA	toTte_GSEA	toTdi_GSEA	toTps_GSEA	toTcm_GSEA	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	median_GSEA
GO:0008062	eclosion rhythm	0.5293	0.26804	0.57204	0.35306	0.15843	0.1604	0.24302	0.22127	0.54558	0.31646	0.29225
GO:0006970	response to osmotic stress	0.3022	0.33096	0.28238	0.45461	0.14845	0.04371	0.382	0.38912	0.26075	0.24092	0.29229
GO:0019216	regulation of lipid metabolic process	0.3629	0.21024	0.04126	0.35471	0.31988	0.26487	0.42825	0.55795	0.06468	0.18291	0.292375
GO:0016311	dephosphorylation	0.5526	0.98297	0.0788	0.46452	0.0442	0.07742	0.44784	0.2536	0.02051	0.33146	0.29253
GO:0051171	regulation of nitrogen compound metabolic process	0.9946	0.99866	0.03294	0.28988	0.12647	0.05614	0.32106	0.29625	0.91615	0.02873	0.293065
GO:0040013	negative regulation of locomotion	0.5815	0.56183	0.21323	0.28898	0.28631	0.29787	0.47272	0.7169	0.21408	0.21593	0.293425
GO:0043524	negative regulation of neuron apoptotic process	0.4809	0.28171	0.26485	0.28081	0.20558	0.41431	0.43073	0.27103	0.30548	0.72032	0.293595
GO:0006418	tRNA aminoacylation for protein translation	0.1192	0.14186	0.50403	0.33339	0.65049	0.73641	0.21007	0.11999	0.53955	0.25486	0.294125
GO:0043038	amino acid activation	0.2124	0.23426	0.65527	0.33339	0.82605	0.85734	0.21007	0.11999	0.67466	0.25486	0.294125
GO:0043039	tRNA aminoacylation	0.1192	0.14186	0.50403	0.33339	0.65049	0.73641	0.21007	0.11999	0.53955	0.25486	0.294125
GO:0006886	intracellular protein transport	0.5664	0.37119	0.08769	0.21713	0.9481	0.76733	0.0722	0.8213	0.13032	0.12126	0.29416
GO:0016570	histone modification	0.35	0.43827	0.33982	0.24859	0.19213	0.10148	0.12966	0.20356	0.38517	0.49541	0.294205
GO:0198738	cell-cell signaling by wnt	0.6963	0.3593	0.27014	0.17505	0.11989	0.17638	0.40297	0.3047	0.4106	0.2844	0.29455
GO:0035151	"regulation of tube size, open tracheal system"	0.8676	0.68508	0.32185	0.55369	0.0586	0.14966	0.69179	0.2646	0.2301	0.26752	0.294685
GO:0035207	negative regulation of hemocyte proliferation	0.9459	0.29137	0.10745	0.28994	0.63707	0.29865	0.38054	0.59098	0.01928	0.25976	0.29501
GO:0031326	regulation of cellular biosynthetic process	0.3631	0.9086	0.09216	0.5033	0.25937	0.12081	0.33155	0.19731	0.45329	0.02806	0.29546
GO:0043666	regulation of phosphoprotein phosphatase activity	NA	NA	NA	NA	NA	NA	0.2679	0.3231	NA	NA	0.2955
GO:0043254	regulation of protein complex assembly	0.6219	0.29066	0.24793	0.35346	0.29033	0.3004	0.21291	0.09341	0.57439	0.32208	0.29553
GO:0031638	zymogen activation	0.2964	0.07273	0.74086	0.28638	0.7523	0.88624	0.00371	0.00751	0.80149	0.29614	0.29627
GO:0016055	Wnt signaling pathway	0.8189	0.41555	0.28001	0.19518	0.09633	0.19627	0.34926	0.2628	0.44203	0.31317	0.29659
GO:0051567	histone H3-K9 methylation	0.2455	0.36998	0.21002	0.34774	0.09587	0.05162	0.49804	0.38373	0.07938	0.69355	0.29662
GO:0006638	neutral lipid metabolic process	0.082	0.0356	0.29974	0.14052	0.51326	0.55179	0.0981	0.29359	0.33744	0.30461	0.296665
GO:0006639	acylglycerol metabolic process	0.082	0.0356	0.29974	0.14052	0.51326	0.55179	0.0981	0.29359	0.33744	0.30461	0.296665
GO:0007154	cell communication	0.8333	0.83409	0.63309	0.09363	0.49746	0.32843	0.02112	0.06472	0.26492	0.08812	0.296675
GO:0044770	cell cycle phase transition	0.425	0.26282	0.34214	0.33061	0.05836	0.01776	0.02972	0.07018	0.38138	0.5775	0.296715
GO:0015701	bicarbonate transport	0.1031	0.11334	0.46643	0.28484	0.09584	0.09006	0.75309	0.75635	0.50216	0.31009	0.297465
GO:0090069	regulation of ribosome biogenesis	0.2801	0.29795	NA	0.35208	0.29545	0.06226	NA	0.39766	NA	0.35858	0.29795
GO:0090070	positive regulation of ribosome biogenesis	0.2801	0.29795	NA	0.35208	0.29545	0.06226	NA	0.39766	NA	0.35858	0.29795
GO:0048522	positive regulation of cellular process	0.9178	0.9609	0.36863	0.06748	0.26481	0.49302	0.24076	0.06617	0.33113	0.06875	0.29797
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0.6606	0.27131	0.32474	0.53184	0.18634	0.02002	0.26232	0.11576	0.35294	0.72552	0.298025
GO:0010965	regulation of mitotic sister chromatid separation	0.6606	0.27131	0.32474	0.53184	0.18634	0.02002	0.26232	0.11576	0.35294	0.72552	0.298025
GO:0033047	regulation of mitotic sister chromatid segregation	0.6606	0.27131	0.32474	0.53184	0.18634	0.02002	0.26232	0.11576	0.35294	0.72552	0.298025
GO:0044784	metaphase/anaphase transition of cell cycle	0.6606	0.27131	0.32474	0.53184	0.18634	0.02002	0.26232	0.11576	0.35294	0.72552	0.298025
GO:1905818	regulation of chromosome separation	0.6606	0.27131	0.32474	0.53184	0.18634	0.02002	0.26232	0.11576	0.35294	0.72552	0.298025
GO:0065002	intracellular protein transmembrane transport	0.0354	0.1823	0.12695	0.68533	0.78928	0.73413	0.35279	0.25674	0.21093	0.33943	0.298085
GO:0071806	protein transmembrane transport	0.0354	0.1823	0.12695	0.68533	0.78928	0.73413	0.35279	0.25674	0.21093	0.33943	0.298085
GO:0007088	regulation of mitotic nuclear division	0.8169	0.36015	0.46176	0.23668	0.1937	0.06923	0.12321	0.0622	0.73052	0.60968	0.298415
GO:0090382	phagosome maturation	0.0989	0.18772	0.12584	0.30226	0.29485	0.45112	0.72752	0.75174	0.13334	0.35187	0.298555
GO:0006091	generation of precursor metabolites and energy	0.3706	0.30993	0.12258	0.17641	0.48331	0.51959	0.28794	0.19866	0.21594	0.52204	0.298935
GO:0007007	inner mitochondrial membrane organization	0.0959	0.29522	0.11481	NA	0.37375	0.3768	0.40645	0.53862	0.11463	0.29963	0.29963
GO:0030073	insulin secretion	0.7719	0.70334	0.52452	0.15038	0.29853	0.30104	0.06094	0.12395	0.42332	0.11798	0.299785
GO:0050796	regulation of insulin secretion	0.7719	0.70334	0.52452	0.15038	0.29853	0.30104	0.06094	0.12395	0.42332	0.11798	0.299785
GO:0043409	negative regulation of MAPK cascade	0.4864	0.42538	0.25122	0.10677	0.43845	0.27821	0.17191	0.17764	0.32142	0.48534	0.299815
GO:0010508	positive regulation of autophagy	0.6226	0.66165	0.1707	0.20885	0.29166	0.1692	0.70497	0.61559	0.30893	0.19161	0.300295
GO:0007563	regulation of eclosion	NA	NA	0.30913	NA	0.31644	0.31889	0.24172	0.22484	0.29184	NA	0.300485
GO:0000956	nuclear-transcribed mRNA catabolic process	0.6294	0.41992	0.25504	0.47982	0.30147	0.28597	0.04008	0.02087	0.30012	0.46568	0.300795
GO:0042743	hydrogen peroxide metabolic process	0.0421	0.12454	0.30838	0.21005	0.39629	0.66512	0.37519	0.29344	0.1779	0.53775	0.30091
GO:0043068	positive regulation of programmed cell death	0.2466	0.40585	0.32787	0.156	0.29085	0.51207	0.31199	0.24379	0.33468	0.05368	0.30142
GO:0051647	nucleus localization	0.6612	0.51933	0.31391	0.29153	0.09297	0.13652	0.18435	0.11927	0.48021	0.66413	0.30272
GO:0007354	"zygotic determination of anterior/posterior axis, embryo"	0.9137	0.85794	0.71794	0.32301	0.101	0.12808	0.10185	0.2228	0.73276	0.28313	0.30307
GO:0045892	"negative regulation of transcription, DNA-templated"	0.2689	0.23437	0.20286	0.2807	0.44354	0.32711	0.53556	0.46058	0.06978	0.46809	0.303905
GO:1902679	negative regulation of RNA biosynthetic process	0.2689	0.23437	0.20286	0.2807	0.44354	0.32711	0.53556	0.46058	0.06978	0.46809	0.303905
GO:1903507	negative regulation of nucleic acid-templated transcription	0.2689	0.23437	0.20286	0.2807	0.44354	0.32711	0.53556	0.46058	0.06978	0.46809	0.303905
GO:0030111	regulation of Wnt signaling pathway	0.8046	0.48164	0.29852	0.27885	0.11156	0.2206	0.35979	0.3103	0.24404	0.49941	0.30441
GO:0051125	regulation of actin nucleation	NA	NA	NA	0.13169	0.75339	0.39221	0.63213	0.21709	NA	0.11814	0.30465
GO:0019395	fatty acid oxidation	0.0295	0.0531	0.34704	0.20944	0.76558	0.6398	0.39591	0.37838	0.26399	0.13235	0.305515
GO:0000768	syncytium formation by plasma membrane fusion	0.503	0.61162	0.10849	1	0.02346	1	0.01935	0.01938	0.07245	1	0.305745
GO:0006949	syncytium formation	0.503	0.61162	0.10849	1	0.02346	1	0.01935	0.01938	0.07245	1	0.305745
GO:0043408	regulation of MAPK cascade	0.9662	0.48679	0.04696	0.27661	0.47533	0.33577	0.1839	0.04342	0.02753	0.55058	0.30619
GO:0007310	oocyte dorsal/ventral axis specification	0.5891	0.67176	0.3236	0.42954	0.13608	0.25747	0.11114	0.07554	0.2899	0.56841	0.30675
GO:0032873	negative regulation of stress-activated MAPK cascade	0.4834	0.4874	0.33759	0.10039	0.46705	0.27366	0.11257	0.1166	0.27599	0.47779	0.30679
GO:0046329	negative regulation of JNK cascade	0.4834	0.4874	0.33759	0.10039	0.46705	0.27366	0.11257	0.1166	0.27599	0.47779	0.30679
GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	0.4834	0.4874	0.33759	0.10039	0.46705	0.27366	0.11257	0.1166	0.27599	0.47779	0.30679
GO:0051783	regulation of nuclear division	0.844	0.42356	0.41078	0.20324	0.19423	0.06963	0.10396	0.08471	0.6768	0.5577	0.30701
GO:0043112	receptor metabolic process	0.2528	0.3613	0.13779	0.0689	0.86154	0.85264	0.3817	0.41886	0.16728	0.0156	0.30705
GO:0042391	regulation of membrane potential	0.3189	0.17583	0.6059	0.29548	0.27888	0.12588	0.74308	0.78006	0.70562	0.2078	0.30719
GO:0046626	regulation of insulin receptor signaling pathway	0.2942	0.29652	0.38413	0.12819	0.02416	0.04178	0.60647	0.45426	0.38179	0.31827	0.307395
GO:1900076	regulation of cellular response to insulin stimulus	0.2942	0.29652	0.38413	0.12819	0.02416	0.04178	0.60647	0.45426	0.38179	0.31827	0.307395
GO:0032101	regulation of response to external stimulus	0.3504	0.28136	0.39073	0.29891	0.31665	0.49199	0.16561	0.19336	0.23198	0.31611	0.30751
GO:0006623	protein targeting to vacuole	NA	NA	NA	0.18299	NA	NA	NA	NA	NA	0.43225	0.30762
GO:0072666	establishment of protein localization to vacuole	NA	NA	NA	0.18299	NA	NA	NA	NA	NA	0.43225	0.30762
GO:0006811	ion transport	0.4819	0.67436	0.20137	0.14672	0.31496	0.4195	0.50674	0.24726	0.181	0.30031	0.307635
GO:0031050	dsRNA fragmentation	0.0963	0.08279	0.07517	0.45281	0.36898	0.41483	0.50634	0.05621	0.24696	0.43237	0.30797
GO:0043331	response to dsRNA	0.0963	0.08279	0.07517	0.45281	0.36898	0.41483	0.50634	0.05621	0.24696	0.43237	0.30797
GO:0070918	production of small RNA involved in gene silencing by RNA	0.0963	0.08279	0.07517	0.45281	0.36898	0.41483	0.50634	0.05621	0.24696	0.43237	0.30797
GO:0071359	cellular response to dsRNA	0.0963	0.08279	0.07517	0.45281	0.36898	0.41483	0.50634	0.05621	0.24696	0.43237	0.30797
GO:0009132	nucleoside diphosphate metabolic process	0.1541	0.12347	0.45387	0.36206	0.38664	0.40411	0.14306	0.16204	0.25428	0.51795	0.30817
GO:0048085	adult chitin-containing cuticle pigmentation	0.2218	0.26861	0.64308	0.44573	0.05924	0.10286	0.2154	0.34848	0.74897	0.71386	0.308545
GO:1901135	carbohydrate derivative metabolic process	0.2762	0.22359	0.5077	0.36698	0.05778	0.09538	0.5113	0.33937	0.4441	0.27906	0.309215
GO:0032271	regulation of protein polymerization	0.8388	0.80507	0.2752	0.24472	0.26724	0.27267	0.58024	0.15221	0.3442	0.41135	0.3097
GO:0050773	regulation of dendrite development	0.672	0.51016	0.31745	0.1934	0.28319	0.32072	0.19958	0.18102	0.38348	0.30271	0.31008
GO:0070193	synaptonemal complex organization	NA	NA	NA	NA	NA	NA	0.31261	0.30837	NA	NA	0.31049
GO:0045055	regulated exocytosis	0.8772	0.78838	0.32582	0.56156	0.20274	0.29523	0.16958	0.08138	0.19881	0.41405	0.310525
GO:0007528	neuromuscular junction development	0.9731	0.9944	0.79764	0.00801	0.22586	0.24914	0.37218	0.24167	0.49676	0.02104	0.31066
GO:1902582	single-organism intracellular transport	0.0984	0.06454	0.52994	0.32155	0.30007	0.69478	0.24153	0.41818	0.49269	0.16586	0.31081
GO:0007060	male meiosis chromosome segregation	0.7833	0.74158	0.17049	0.5921	0.29926	0.32325	0.17705	0.17086	0.1846	0.55302	0.311255
GO:0072384	organelle transport along microtubule	0.9014	0.76273	0.26038	0.21057	0.87323	0.95153	0.18953	0.20802	0.25583	0.36236	0.31137
GO:0007032	endosome organization	0.3238	0.29895	0.05315	0.90685	0.44478	0.44154	0.2701	0.2891	0.08864	0.88808	0.311375
GO:1901264	carbohydrate derivative transport	0.3997	0.43878	0.25553	0.19905	0.57623	0.59905	0.3129	0.3107	0.05542	0.19998	0.3118
GO:0032482	Rab protein signal transduction	0.5467	0.45296	0.06639	0.3992	0.45983	0.37953	0.22897	0.17404	0.16784	0.24412	0.311825
GO:0007423	sensory organ development	0.4113	0.65442	0.33033	0.07276	0.25412	0.31287	0.31094	0.22499	0.52986	0.21212	0.311905
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	NA	NA	NA	NA	NA	NA	0.29539	0.33042	NA	NA	0.312905
GO:0019693	ribose phosphate metabolic process	0.2558	0.1903	0.61954	0.38605	0.16159	0.16914	0.37019	0.41414	0.48577	0.17825	0.312995
GO:0006855	drug transmembrane transport	0.0966	0.08582	NA	0.38423	0.32312	0.30338	NA	NA	NA	0.37699	0.31325
GO:0015893	drug transport	0.0966	0.08582	NA	0.44272	0.32312	0.30338	NA	NA	NA	0.43448	0.31325
GO:0035194	posttranscriptional gene silencing by RNA	0.221	0.04719	0.03398	0.72471	0.70442	0.80071	0.40564	0.16941	0.06282	0.84014	0.31332
GO:0043405	regulation of MAP kinase activity	0.5575	0.23766	0.27766	0.37163	0.10791	0.14045	0.24239	0.34909	0.53153	0.63668	0.313375
GO:0048865	stem cell fate commitment	0.1287	0.32197	0.30082	0.49392	0.79006	0.43014	0.17518	0.30497	0.16228	0.5853	0.31347
GO:0071704	organic substance metabolic process	0.2329	0.89044	0.3445	0.16227	0.64848	0.52261	0.35544	0.09846	0.28262	0.19932	0.31356
GO:0002833	positive regulation of response to biotic stimulus	0.2303	0.26501	0.74013	0.48117	0.36268	0.21617	0.01055	0.15086	0.63174	0.58831	0.313845
GO:0007094	mitotic spindle assembly checkpoint	0.4991	0.25928	0.33124	0.58074	0.04244	0.00343	0.29689	0.29167	0.34502	0.58943	0.314065
GO:0090002	establishment of protein localization to plasma membrane	0.4108	0.18618	0.39715	0.52341	0.23129	0.22262	0.06231	0.06202	0.48115	0.46922	0.31422
GO:0048589	developmental growth	0.673	0.52171	0.52109	0.9181	0.30852	0.32015	0.24769	0.16111	0.28961	0.03095	0.314335
GO:0016070	RNA metabolic process	0.3009	0.68115	0.02632	0.46248	0.12775	0.03778	0.42563	0.79981	0.32819	0.05004	0.314545
GO:0051047	positive regulation of secretion	0.2601	0.24538	0.79651	0.11094	0.3789	0.41774	0.32054	0.30961	0.5451	0.03443	0.315075
GO:0010970	transport along microtubule	0.3423	0.28799	0.40663	0.11272	0.73773	0.58311	0.07959	0.129	0.39047	0.12174	0.315145
GO:0099111	microtubule-based transport	0.3423	0.28799	0.40663	0.11272	0.73773	0.58311	0.07959	0.129	0.39047	0.12174	0.315145
GO:0010591	regulation of lamellipodium assembly	0.1	0.23277	0.43835	0.05491	0.18784	0.85607	0.88159	0.39929	0.07775	0.45324	0.31603
GO:1902743	regulation of lamellipodium organization	0.1	0.23277	0.43835	0.05491	0.18784	0.85607	0.88159	0.39929	0.07775	0.45324	0.31603
GO:0008535	respiratory chain complex IV assembly	0.1603	0.33989	0.21017	0.48113	0.41714	0.43202	0.20594	0.20298	0.29244	0.44578	0.316165
GO:0072329	monocarboxylic acid catabolic process	0.7008	0.71074	0.2066	0.01387	0.67374	0.43264	0.34338	0.28899	0.2075	0.03958	0.316185
GO:0007411	axon guidance	0.5116	0.46417	0.7372	0.03208	0.32829	0.5121	0.21083	0.30443	0.21469	0.10874	0.31636
GO:0048863	stem cell differentiation	0.1244	0.31704	0.25836	0.373	0.8508	0.60511	0.40245	0.31579	0.23321	0.28136	0.316415
GO:0007267	cell-cell signaling	0.3555	0.33213	0.61801	0.01952	0.56281	0.56907	0.03579	0.11975	0.30077	0.0634	0.31645
GO:0040018	positive regulation of multicellular organism growth	0.6141	0.68722	0.74712	0.28771	0.22772	0.34122	0.22831	0.25685	0.7441	0.29178	0.3165
GO:0007005	mitochondrion organization	0.8064	0.796	0.33164	0.31632	0.17719	0.29899	0.29072	0.07161	0.31806	0.59597	0.31719
GO:0031054	pre-miRNA processing	0.1728	0.11514	NA	0.66959	0.25418	0.28769	0.34691	0.47663	NA	0.57803	0.3173
GO:0001654	eye development	0.8518	0.84379	0.72529	0.1921	0.11327	0.19963	0.09098	0.07	0.92833	0.43527	0.31745
GO:0071482	cellular response to light stimulus	0.5498	0.52296	0.22268	0.14265	0.51918	0.27668	0.24771	0.42196	0.23783	0.35824	0.31746
GO:1903827	regulation of cellular protein localization	0.5763	0.2469	0.22974	0.32604	0.41057	0.29641	0.30901	0.6323	0.4752	0.06711	0.317525
GO:0006979	response to oxidative stress	0.9089	0.67473	0.12245	0.14911	0.36498	0.5898	0.46996	0.23828	0.18398	0.27011	0.317545
GO:0030708	germarium-derived female germ-line cyst encapsulation	0.3351	0.17388	0.3515	0.21445	0.24832	0.27814	0.74237	0.67316	0.50939	0.30104	0.31807
GO:0043467	regulation of generation of precursor metabolites and energy	0.2702	0.27168	0.27996	0.30287	0.82982	0.92431	0.34066	0.35756	0.33352	0.19609	0.318195
GO:0017148	negative regulation of translation	0.2017	0.19164	0.0531	0.84446	0.49411	0.61476	0.35052	0.28603	0.02887	0.72427	0.318275
GO:0007465	R7 cell fate commitment	0.3102	0.22759	0.70472	0.32685	0.08171	0.11541	0.32638	0.41753	0.81797	0.27456	0.31829
GO:1901658	glycosyl compound catabolic process	NA	NA	NA	NA	0.04853	0.28926	0.56491	0.34758	NA	NA	0.31842
GO:0019915	lipid storage	0.5221	0.49609	0.64842	0.12177	0.13213	0.19872	0.2717	0.36548	0.78875	0.12954	0.31859
GO:0031401	positive regulation of protein modification process	0.9345	0.58721	0.02849	0.24654	0.24389	0.25125	0.44647	0.38624	0.02219	0.47094	0.318745
GO:0006030	chitin metabolic process	0.067	0.14094	0.32883	0.4977	0.14214	0.16471	0.63415	0.44492	0.30932	0.34327	0.319075
GO:0035264	multicellular organism growth	0.668	0.62035	0.36509	0.31976	0.21036	0.24076	0.23335	0.25062	0.38306	0.31848	0.31912
GO:0007308	oocyte construction	0.4384	0.1252	0.31376	0.4369	0.18104	0.26767	0.25017	0.32469	0.4452	0.52707	0.319225
GO:0003400	regulation of COPII vesicle coating	0.5044	0.34881	0.34848	0.29516	0.34347	0.25439	0.04451	0.02366	0.6733	0.22757	0.319315
GO:0090113	regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis	0.5044	0.34881	0.34848	0.29516	0.34347	0.25439	0.04451	0.02366	0.6733	0.22757	0.319315
GO:0045003	double-strand break repair via synthesis-dependent strand annealing	NA	NA	0.35324	NA	0.2855	0.24198	NA	NA	0.40654	NA	0.31937
GO:0010032	meiotic chromosome condensation	0.3248	0.33609	NA	0.30832	NA	NA	NA	NA	NA	0.31437	0.319585
GO:0070192	chromosome organization involved in meiotic cell cycle	0.3248	0.33609	NA	0.30832	NA	NA	NA	NA	NA	0.31437	0.319585
GO:0035158	"regulation of tube diameter, open tracheal system"	0.8833	0.75716	0.18371	0.29319	0.09674	0.34616	0.89437	0.76933	0.1301	0.10346	0.319675
GO:0010817	regulation of hormone levels	0.3891	0.4459	0.15693	0.18415	0.23363	0.33009	0.31013	0.46722	0.0988	0.79344	0.32011
GO:0006641	triglyceride metabolic process	0.1011	0.06848	0.34793	0.15153	0.55468	0.593	0.1197	0.32248	0.38802	0.31778	0.32013
GO:0008340	determination of adult lifespan	0.8968	0.85094	0.60223	0.06839	0.33689	0.49244	0.09232	0.07249	0.30431	0.28899	0.3206
GO:0044267	cellular protein metabolic process	0.3763	0.83812	0.3436	0.2889	0.64781	0.71545	0.16975	0.17665	0.29804	0.02035	0.32082
GO:0030706	germarium-derived oocyte differentiation	0.4947	0.37317	0.26712	0.32212	0.31959	0.39543	0.29183	0.23984	0.19576	0.34889	0.320855
GO:0033036	macromolecule localization	0.0741	0.19778	0.19807	0.11147	0.65625	0.44421	0.87745	0.87576	0.30876	0.33328	0.32102
GO:0008277	regulation of G-protein coupled receptor protein signaling pathway	0.8526	0.89833	0.84475	0.28537	0.32787	0.16568	0.11008	0.23168	0.4795	0.3143	0.321085
GO:1901071	glucosamine-containing compound metabolic process	0.0655	0.14673	0.42232	0.40336	0.30132	0.34075	0.67749	0.61456	0.30178	0.27809	0.321265
GO:0023052	signaling	0.8314	0.80407	0.62637	0.08931	0.4372	0.28016	0.02127	0.06508	0.3627	0.07351	0.32143
GO:0032874	positive regulation of stress-activated MAPK cascade	0.4464	0.60136	0.48245	0.21389	0.22061	0.21655	0.56407	0.40883	0.23408	0.17589	0.321455
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	0.4464	0.60136	0.48245	0.21389	0.22061	0.21655	0.56407	0.40883	0.23408	0.17589	0.321455
GO:0010259	multicellular organism aging	0.8462	0.79636	0.611	0.07426	0.3281	0.50011	0.11006	0.08759	0.31517	0.30069	0.321635
GO:0044281	small molecule metabolic process	0.5622	0.40377	0.29417	0.12455	0.34932	0.25749	0.5897	0.45565	0.27333	0.12914	0.321745
GO:0018210	peptidyl-threonine modification	0.2305	0.06143	0.42036	0.04321	0.49697	0.44789	0.12425	0.11494	0.41312	0.4863	0.32181
GO:0042551	neuron maturation	0.3621	0.65172	0.28197	0.19194	0.09165	0.1552	0.40172	0.42411	0.5551	0.23873	0.322035
GO:0043277	apoptotic cell clearance	0.0524	0.24585	0.8853	0.30007	0.28006	0.63583	0.34431	0.33435	0.93064	0.31118	0.322765
GO:0001885	endothelial cell development	0.1756	0.14456	0.55251	0.3241	0.42922	0.42238	0.02627	0.14289	0.56837	0.32164	0.32287
GO:0045199	maintenance of epithelial cell apical/basal polarity	0.7144	0.74414	0.10508	0.25319	0.13647	0.13172	0.39263	0.40189	0.12318	0.50057	0.32291
GO:0044700	single organism signaling	0.8135	0.78767	0.64245	0.09058	0.4372	0.26544	0.02103	0.0653	0.3804	0.07438	0.32292
GO:0035385	Roundabout signaling pathway	NA	NA	NA	0.27876	0.84774	0.84566	0.29582	0.33464	NA	0.31128	0.32296
GO:0019856	pyrimidine nucleobase biosynthetic process	1	1	0.14908	0.30383	0.57636	0.58684	0.3423	0.16952	0.16356	0.26532	0.323065
GO:0048140	male germ-line cyst encapsulation	0.3055	0.42587	0.29445	0.34067	0.20907	0.3851	0.12744	0.55199	0.30467	0.34977	0.323085
GO:0045039	protein import into mitochondrial inner membrane	NA	NA	0.32355	NA	NA	NA	NA	NA	0.32324	NA	0.323395
GO:0090151	establishment of protein localization to mitochondrial membrane	NA	NA	0.32355	NA	NA	NA	NA	NA	0.32324	NA	0.323395
GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	0.7242	0.28835	0.05968	0.06124	0.64178	0.35856	0.70205	0.64002	0.05471	0.04796	0.323455
GO:2000272	negative regulation of receptor activity	0.7242	0.28835	0.05968	0.06124	0.64178	0.35856	0.70205	0.64002	0.05471	0.04796	0.323455
GO:0042308	negative regulation of protein import into nucleus	0.3376	0.31084	0.30081	0.22603	0.14455	0.1728	0.38617	0.42489	0.43983	0.39646	0.32422
GO:1900181	negative regulation of protein localization to nucleus	0.3376	0.31084	0.30081	0.22603	0.14455	0.1728	0.38617	0.42489	0.43983	0.39646	0.32422
GO:1904590	negative regulation of protein import	0.3376	0.31084	0.30081	0.22603	0.14455	0.1728	0.38617	0.42489	0.43983	0.39646	0.32422
GO:0035046	pronuclear migration	0.4945	0.34914	0.31564	0.27828	0.25967	0.10617	0.78028	0.39598	0.33297	0.28418	0.324305
GO:0007409	axonogenesis	0.5534	0.64226	0.65095	0.09894	0.25686	0.57531	0.32546	0.23957	0.32416	0.22891	0.32481
GO:0043632	modification-dependent macromolecule catabolic process	0.9571	0.84737	0.43388	0.30349	0.03885	0.10958	0.16952	0.08392	0.75732	0.34763	0.32556
GO:0008407	chaeta morphogenesis	0.2844	0.68275	0.1865	0.86137	0.66355	0.36709	0.11273	0.17549	0.1993	0.68481	0.325745
GO:0048841	regulation of axon extension involved in axon guidance	0.6792	0.65234	0.31666	0.81961	0.23016	0.25804	0.2672	0.27909	0.33568	0.82157	0.32617
GO:0006825	copper ion transport	NA	NA	NA	0.33787	NA	NA	NA	NA	NA	0.31581	0.32684
GO:0006998	nuclear envelope organization	0.4079	0.63138	0.31769	0.08446	0.16257	0.18062	0.61975	0.56416	0.33631	0.08664	0.327
GO:0045751	negative regulation of Toll signaling pathway	0.3832	0.08139	0.24275	0.40235	0.14539	0.45364	0.31224	0.34206	0.07843	0.40404	0.32715
GO:0009311	oligosaccharide metabolic process	0.1414	0.21896	0.34011	0.61517	0.3136	0.31433	0.98683	0.98615	0.36252	0.21592	0.32722
GO:0007113	endomitotic cell cycle	0.0708	0.09482	0.46346	0.0399	0.6574	0.75835	0.20974	0.22344	0.57248	0.43205	0.327745
GO:1902533	positive regulation of intracellular signal transduction	0.8978	0.62478	0.34351	0.41996	0.12806	0.31238	0.27107	0.10632	0.29324	0.52617	0.327945
GO:0044711	single-organism biosynthetic process	0.3619	0.61026	0.18253	0.53574	0.20083	0.29423	0.39044	0.44501	0.23731	0.25362	0.328065
GO:0035384	thioester biosynthetic process	0.0502	0.30084	0.4344	0.12727	0.31403	0.43393	0.72698	0.73938	0.28319	0.34537	0.3297
GO:0071616	acyl-CoA biosynthetic process	0.0502	0.30084	0.4344	0.12727	0.31403	0.43393	0.72698	0.73938	0.28319	0.34537	0.3297
GO:0010824	regulation of centrosome duplication	0.1062	0.14736	0.29305	0.4809	0.03969	0.04173	0.44407	0.4947	0.36646	0.74158	0.329755
GO:0046605	regulation of centrosome cycle	0.2472	0.21468	0.29305	0.65052	0.08786	0.09669	0.54074	0.58178	0.36646	0.84197	0.329755
GO:0048066	developmental pigmentation	0.3233	0.44859	0.56289	0.21393	0.15163	0.21561	0.33624	0.25851	0.55643	0.45763	0.32977
